,Planet$_b$,Period$_b$,"T$_0,$$_b$",$\sqrt{e}\cos \omega$$_b$,$\sqrt{e}\sin \omega$$_b$,i$_b$,$\Omega$$_b$,"M$_{jup,}$$_b$",R$_p$/R$_s$$_b$,Planet$_c$,Period$_c$,"T$_0,$$_c$",$\sqrt{e}\cos \omega$$_c$,$\sqrt{e}\sin \omega$$_c$,i$_c$,$\Omega$$_c$,"M$_{jup,}$$_c$",R$_p$/R$_s$$_c$,M$_s$,R$_s$,c$_1$,c$_2$,dilute,chisq,Chain#
12,0.1,13.889242831627104,808.6286489805165,0.284665448427884,0.187524920001858,90.29596432602656,0.0,0.081315663424655,0.005329277030438,0.2,16.235994518374092,802.6883876680673,0.207081737688502,-0.101052593886835,90.18344348309469,0.0,0.023439182554101,0.003830331342755,1.071,1.626,0.419589948166619,0.094944142515409,0.0,98302.1376282943,0
13,0.1,13.890022107243636,808.630307665357,0.290391463326989,0.189628191600374,90.29678901754676,0.0,0.083292055205315,0.004947443756667,0.2,16.236015430243974,802.6880288644744,0.206047351489209,-0.105871307494003,90.18180360391571,0.0,0.024067112992906,0.003802977166306,1.071,1.626,0.419589852446815,0.094941999135578,0.0,98289.09020360844,0
14,0.1,13.890022107243636,808.630307665357,0.290391463326989,0.189628191600374,90.29678901754676,0.0,0.083292055205315,0.004947443756667,0.2,16.236015430243974,802.6880288644744,0.206047351489209,-0.105871307494003,90.18180360391571,0.0,0.024067112992906,0.003802977166306,1.071,1.626,0.419589852446815,0.094941999135578,0.0,98289.09020360844,0
15,0.1,13.890311776893014,808.6308145354828,0.290677156343117,0.190698034522024,90.29642674418051,0.0,0.083281434973272,0.004986633422096,0.2,16.236001245963124,802.6883208672738,0.205010973387049,-0.105425471619775,90.18124298306397,0.0,0.024220235608642,0.004070898860516,1.071,1.626,0.419589653904768,0.094942318953491,0.0,98286.48241544288,0
16,0.1,13.890445124252215,808.6311991038625,0.290620345802016,0.191348926335085,90.29618209324512,0.0,0.083269297264916,0.004981743291458,0.2,16.236055765939923,802.6887463974641,0.204519530494104,-0.10508623602421,90.18069786491138,0.0,0.024514366448669,0.00410314585597,1.071,1.626,0.419589683178305,0.094942582372837,0.0,98269.68853852514,0
17,0.1,13.890445124252215,808.6311991038625,0.290620345802016,0.191348926335085,90.29618209324512,0.0,0.083269297264916,0.004981743291458,0.2,16.236055765939923,802.6887463974641,0.204519530494104,-0.10508623602421,90.18069786491138,0.0,0.024514366448669,0.00410314585597,1.071,1.626,0.419589683178305,0.094942582372837,0.0,98269.68853852514,0
18,0.1,13.890537945001816,808.6312166389041,0.291230296610152,0.191726816368412,90.29608143499901,0.0,0.083322814704685,0.00498809592457,0.2,16.236126912967105,802.6888762728446,0.204371359335823,-0.105140363137385,90.18055667957837,0.0,0.024561462612588,0.004121252045132,1.071,1.626,0.41958968640425,0.094942584827827,0.0,98266.75087054304,0
19,0.1,13.890537945001816,808.6312166389041,0.291230296610152,0.191726816368412,90.29608143499901,0.0,0.083322814704685,0.00498809592457,0.2,16.236126912967105,802.6888762728446,0.204371359335823,-0.105140363137385,90.18055667957837,0.0,0.024561462612588,0.004121252045132,1.071,1.626,0.41958968640425,0.094942584827827,0.0,98266.75087054304,0
20,0.1,13.890537945001816,808.6312166389041,0.291230296610152,0.191726816368412,90.29608143499901,0.0,0.083322814704685,0.00498809592457,0.2,16.236126912967105,802.6888762728446,0.204371359335823,-0.105140363137385,90.18055667957837,0.0,0.024561462612588,0.004121252045132,1.071,1.626,0.41958968640425,0.094942584827827,0.0,98266.75087054304,0
21,0.1,13.890537945001816,808.6312166389041,0.291230296610152,0.191726816368412,90.29608143499901,0.0,0.083322814704685,0.00498809592457,0.2,16.236126912967105,802.6888762728446,0.204371359335823,-0.105140363137385,90.18055667957837,0.0,0.024561462612588,0.004121252045132,1.071,1.626,0.41958968640425,0.094942584827827,0.0,98266.75087054304,0
22,0.1,13.890537945001816,808.6312166389041,0.291230296610152,0.191726816368412,90.29608143499901,0.0,0.083322814704685,0.00498809592457,0.2,16.236126912967105,802.6888762728446,0.204371359335823,-0.105140363137385,90.18055667957837,0.0,0.024561462612588,0.004121252045132,1.071,1.626,0.41958968640425,0.094942584827827,0.0,98266.75087054304,0
23,0.1,13.890452405473756,808.6310691217155,0.291189052271314,0.191859890841037,90.29621681829192,0.0,0.083702074660901,0.004957536998678,0.2,16.236106937830836,802.6889586868244,0.204526616603768,-0.105188023289506,90.18053519957259,0.0,0.024521147260238,0.004094249733418,1.071,1.626,0.419589780178176,0.094942487475271,0.0,98202.99327415845,0
24,0.1,13.890452405473756,808.6310691217155,0.291189052271314,0.191859890841037,90.29621681829192,0.0,0.083702074660901,0.004957536998678,0.2,16.236106937830836,802.6889586868244,0.204526616603768,-0.105188023289506,90.18053519957259,0.0,0.024521147260238,0.004094249733418,1.071,1.626,0.419589780178176,0.094942487475271,0.0,98202.99327415845,0
25,0.1,13.890394231648596,808.6309799268948,0.291112504899515,0.191762917567038,90.29634694138336,0.0,0.083828437334585,0.004953806337181,0.2,16.23610767083124,802.6888978760607,0.204660794372665,-0.105184333578163,90.18070468847368,0.0,0.024474618470777,0.004085452118965,1.071,1.626,0.419589793673797,0.094942475680456,0.0,98135.38674404108,0
26,0.1,13.890394231648596,808.6309799268948,0.291112504899515,0.191762917567038,90.29634694138336,0.0,0.083828437334585,0.004953806337181,0.2,16.23610767083124,802.6888978760607,0.204660794372665,-0.105184333578163,90.18070468847368,0.0,0.024474618470777,0.004085452118965,1.071,1.626,0.419589793673797,0.094942475680456,0.0,98135.38674404108,0
27,0.1,13.890394231648596,808.6309799268948,0.291112504899515,0.191762917567038,90.29634694138336,0.0,0.083828437334585,0.004953806337181,0.2,16.23610767083124,802.6888978760607,0.204660794372665,-0.105184333578163,90.18070468847368,0.0,0.024474618470777,0.004085452118965,1.071,1.626,0.419589793673797,0.094942475680456,0.0,98135.38674404108,0
28,0.1,13.890394231648596,808.6309799268948,0.291112504899515,0.191762917567038,90.29634694138336,0.0,0.083828437334585,0.004953806337181,0.2,16.23610767083124,802.6888978760607,0.204660794372665,-0.105184333578163,90.18070468847368,0.0,0.024474618470777,0.004085452118965,1.071,1.626,0.419589793673797,0.094942475680456,0.0,98135.38674404108,0
29,0.1,13.890364240311149,808.6310145025453,0.290946545977952,0.191754976272926,90.29632896669011,0.0,0.0838326380859,0.004951070475433,0.2,16.23610762348585,802.688972127911,0.204652733813984,-0.105126273811503,90.18067733031245,0.0,0.024480011003226,0.004064119550908,1.071,1.626,0.419589849026584,0.094942505001135,0.0,98133.39566569505,0
30,0.1,13.890364240311149,808.6310145025453,0.290946545977952,0.191754976272926,90.29632896669011,0.0,0.0838326380859,0.004951070475433,0.2,16.23610762348585,802.688972127911,0.204652733813984,-0.105126273811503,90.18067733031245,0.0,0.024480011003226,0.004064119550908,1.071,1.626,0.419589849026584,0.094942505001135,0.0,98133.39566569505,0
31,0.1,13.890364240311149,808.6310145025453,0.290946545977952,0.191754976272926,90.29632896669011,0.0,0.0838326380859,0.004951070475433,0.2,16.23610762348585,802.688972127911,0.204652733813984,-0.105126273811503,90.18067733031245,0.0,0.024480011003226,0.004064119550908,1.071,1.626,0.419589849026584,0.094942505001135,0.0,98133.39566569505,0
32,0.1,13.890364240311149,808.6310145025453,0.290946545977952,0.191754976272926,90.29632896669011,0.0,0.0838326380859,0.004951070475433,0.2,16.23610762348585,802.688972127911,0.204652733813984,-0.105126273811503,90.18067733031245,0.0,0.024480011003226,0.004064119550908,1.071,1.626,0.419589849026584,0.094942505001135,0.0,98133.39566569505,0
33,0.1,13.890364240311149,808.6310145025453,0.290946545977952,0.191754976272926,90.29632896669011,0.0,0.0838326380859,0.004951070475433,0.2,16.23610762348585,802.688972127911,0.204652733813984,-0.105126273811503,90.18067733031245,0.0,0.024480011003226,0.004064119550908,1.071,1.626,0.419589849026584,0.094942505001135,0.0,98133.39566569505,0
34,0.1,13.890364240311149,808.6310145025453,0.290946545977952,0.191754976272926,90.29632896669011,0.0,0.0838326380859,0.004951070475433,0.2,16.23610762348585,802.688972127911,0.204652733813984,-0.105126273811503,90.18067733031245,0.0,0.024480011003226,0.004064119550908,1.071,1.626,0.419589849026584,0.094942505001135,0.0,98133.39566569505,0
35,0.1,13.890364240311149,808.6310145025453,0.290946545977952,0.191754976272926,90.29632896669011,0.0,0.0838326380859,0.004951070475433,0.2,16.23610762348585,802.688972127911,0.204652733813984,-0.105126273811503,90.18067733031245,0.0,0.024480011003226,0.004064119550908,1.071,1.626,0.419589849026584,0.094942505001135,0.0,98133.39566569505,0
36,0.1,13.890364240311149,808.6310145025453,0.290946545977952,0.191754976272926,90.29632896669011,0.0,0.0838326380859,0.004951070475433,0.2,16.23610762348585,802.688972127911,0.204652733813984,-0.105126273811503,90.18067733031245,0.0,0.024480011003226,0.004064119550908,1.071,1.626,0.419589849026584,0.094942505001135,0.0,98133.39566569505,0
37,0.1,13.890364240311149,808.6310145025453,0.290946545977952,0.191754976272926,90.29632896669011,0.0,0.0838326380859,0.004951070475433,0.2,16.23610762348585,802.688972127911,0.204652733813984,-0.105126273811503,90.18067733031245,0.0,0.024480011003226,0.004064119550908,1.071,1.626,0.419589849026584,0.094942505001135,0.0,98133.39566569505,0
38,0.1,13.890364240311149,808.6310145025453,0.290946545977952,0.191754976272926,90.29632896669011,0.0,0.0838326380859,0.004951070475433,0.2,16.23610762348585,802.688972127911,0.204652733813984,-0.105126273811503,90.18067733031245,0.0,0.024480011003226,0.004064119550908,1.071,1.626,0.419589849026584,0.094942505001135,0.0,98133.39566569505,0
39,0.1,13.890364240311149,808.6310145025453,0.290946545977952,0.191754976272926,90.29632896669011,0.0,0.0838326380859,0.004951070475433,0.2,16.23610762348585,802.688972127911,0.204652733813984,-0.105126273811503,90.18067733031245,0.0,0.024480011003226,0.004064119550908,1.071,1.626,0.419589849026584,0.094942505001135,0.0,98133.39566569505,0
40,0.1,13.890364240311149,808.6310145025453,0.290946545977952,0.191754976272926,90.29632896669011,0.0,0.0838326380859,0.004951070475433,0.2,16.23610762348585,802.688972127911,0.204652733813984,-0.105126273811503,90.18067733031245,0.0,0.024480011003226,0.004064119550908,1.071,1.626,0.419589849026584,0.094942505001135,0.0,98133.39566569505,0
41,0.1,13.890364240311149,808.6310145025453,0.290946545977952,0.191754976272926,90.29632896669011,0.0,0.0838326380859,0.004951070475433,0.2,16.23610762348585,802.688972127911,0.204652733813984,-0.105126273811503,90.18067733031245,0.0,0.024480011003226,0.004064119550908,1.071,1.626,0.419589849026584,0.094942505001135,0.0,98133.39566569505,0
42,0.1,13.890364240311149,808.6310145025453,0.290946545977952,0.191754976272926,90.29632896669011,0.0,0.0838326380859,0.004951070475433,0.2,16.23610762348585,802.688972127911,0.204652733813984,-0.105126273811503,90.18067733031245,0.0,0.024480011003226,0.004064119550908,1.071,1.626,0.419589849026584,0.094942505001135,0.0,98133.39566569505,0
43,0.1,13.890364240311149,808.6310145025453,0.290946545977952,0.191754976272926,90.29632896669011,0.0,0.0838326380859,0.004951070475433,0.2,16.23610762348585,802.688972127911,0.204652733813984,-0.105126273811503,90.18067733031245,0.0,0.024480011003226,0.004064119550908,1.071,1.626,0.419589849026584,0.094942505001135,0.0,98133.39566569505,0
44,0.1,13.890364240311149,808.6310145025453,0.290946545977952,0.191754976272926,90.29632896669011,0.0,0.0838326380859,0.004951070475433,0.2,16.23610762348585,802.688972127911,0.204652733813984,-0.105126273811503,90.18067733031245,0.0,0.024480011003226,0.004064119550908,1.071,1.626,0.419589849026584,0.094942505001135,0.0,98133.39566569505,0
45,0.1,13.890364240311149,808.6310145025453,0.290946545977952,0.191754976272926,90.29632896669011,0.0,0.0838326380859,0.004951070475433,0.2,16.23610762348585,802.688972127911,0.204652733813984,-0.105126273811503,90.18067733031245,0.0,0.024480011003226,0.004064119550908,1.071,1.626,0.419589849026584,0.094942505001135,0.0,98133.39566569505,0
46,0.1,13.890364240311149,808.6310145025453,0.290946545977952,0.191754976272926,90.29632896669011,0.0,0.0838326380859,0.004951070475433,0.2,16.23610762348585,802.688972127911,0.204652733813984,-0.105126273811503,90.18067733031245,0.0,0.024480011003226,0.004064119550908,1.071,1.626,0.419589849026584,0.094942505001135,0.0,98133.39566569505,0
47,0.1,13.890364240311149,808.6310145025453,0.290946545977952,0.191754976272926,90.29632896669011,0.0,0.0838326380859,0.004951070475433,0.2,16.23610762348585,802.688972127911,0.204652733813984,-0.105126273811503,90.18067733031245,0.0,0.024480011003226,0.004064119550908,1.071,1.626,0.419589849026584,0.094942505001135,0.0,98133.39566569505,0
48,0.1,13.890364240311149,808.6310145025453,0.290946545977952,0.191754976272926,90.29632896669011,0.0,0.0838326380859,0.004951070475433,0.2,16.23610762348585,802.688972127911,0.204652733813984,-0.105126273811503,90.18067733031245,0.0,0.024480011003226,0.004064119550908,1.071,1.626,0.419589849026584,0.094942505001135,0.0,98133.39566569505,0
49,0.1,13.890364240311149,808.6310145025453,0.290946545977952,0.191754976272926,90.29632896669011,0.0,0.0838326380859,0.004951070475433,0.2,16.23610762348585,802.688972127911,0.204652733813984,-0.105126273811503,90.18067733031245,0.0,0.024480011003226,0.004064119550908,1.071,1.626,0.419589849026584,0.094942505001135,0.0,98133.39566569505,0
50,0.1,13.890364240311149,808.6310145025453,0.290946545977952,0.191754976272926,90.29632896669011,0.0,0.0838326380859,0.004951070475433,0.2,16.23610762348585,802.688972127911,0.204652733813984,-0.105126273811503,90.18067733031245,0.0,0.024480011003226,0.004064119550908,1.071,1.626,0.419589849026584,0.094942505001135,0.0,98133.39566569505,0
51,0.1,13.890364240311149,808.6310145025453,0.290946545977952,0.191754976272926,90.29632896669011,0.0,0.0838326380859,0.004951070475433,0.2,16.23610762348585,802.688972127911,0.204652733813984,-0.105126273811503,90.18067733031245,0.0,0.024480011003226,0.004064119550908,1.071,1.626,0.419589849026584,0.094942505001135,0.0,98133.39566569505,0
52,0.1,13.890364240311149,808.6310145025453,0.290946545977952,0.191754976272926,90.29632896669011,0.0,0.0838326380859,0.004951070475433,0.2,16.23610762348585,802.688972127911,0.204652733813984,-0.105126273811503,90.18067733031245,0.0,0.024480011003226,0.004064119550908,1.071,1.626,0.419589849026584,0.094942505001135,0.0,98133.39566569505,0
53,0.1,13.890364240311149,808.6310145025453,0.290946545977952,0.191754976272926,90.29632896669011,0.0,0.0838326380859,0.004951070475433,0.2,16.23610762348585,802.688972127911,0.204652733813984,-0.105126273811503,90.18067733031245,0.0,0.024480011003226,0.004064119550908,1.071,1.626,0.419589849026584,0.094942505001135,0.0,98133.39566569505,0
54,0.1,13.890364240311149,808.6310145025453,0.290946545977952,0.191754976272926,90.29632896669011,0.0,0.0838326380859,0.004951070475433,0.2,16.23610762348585,802.688972127911,0.204652733813984,-0.105126273811503,90.18067733031245,0.0,0.024480011003226,0.004064119550908,1.071,1.626,0.419589849026584,0.094942505001135,0.0,98133.39566569505,0
55,0.1,13.890364240311149,808.6310145025453,0.290946545977952,0.191754976272926,90.29632896669011,0.0,0.0838326380859,0.004951070475433,0.2,16.23610762348585,802.688972127911,0.204652733813984,-0.105126273811503,90.18067733031245,0.0,0.024480011003226,0.004064119550908,1.071,1.626,0.419589849026584,0.094942505001135,0.0,98133.39566569505,0
56,0.1,13.890364240311149,808.6310145025453,0.290946545977952,0.191754976272926,90.29632896669011,0.0,0.0838326380859,0.004951070475433,0.2,16.23610762348585,802.688972127911,0.204652733813984,-0.105126273811503,90.18067733031245,0.0,0.024480011003226,0.004064119550908,1.071,1.626,0.419589849026584,0.094942505001135,0.0,98133.39566569505,0
57,0.1,13.890364240311149,808.6310145025453,0.290946545977952,0.191754976272926,90.29632896669011,0.0,0.0838326380859,0.004951070475433,0.2,16.23610762348585,802.688972127911,0.204652733813984,-0.105126273811503,90.18067733031245,0.0,0.024480011003226,0.004064119550908,1.071,1.626,0.419589849026584,0.094942505001135,0.0,98133.39566569505,0
58,0.1,13.890364240311149,808.6310145025453,0.290946545977952,0.191754976272926,90.29632896669011,0.0,0.0838326380859,0.004951070475433,0.2,16.23610762348585,802.688972127911,0.204652733813984,-0.105126273811503,90.18067733031245,0.0,0.024480011003226,0.004064119550908,1.071,1.626,0.419589849026584,0.094942505001135,0.0,98133.39566569505,0
59,0.1,13.890364240311149,808.6310145025453,0.290946545977952,0.191754976272926,90.29632896669011,0.0,0.0838326380859,0.004951070475433,0.2,16.23610762348585,802.688972127911,0.204652733813984,-0.105126273811503,90.18067733031245,0.0,0.024480011003226,0.004064119550908,1.071,1.626,0.419589849026584,0.094942505001135,0.0,98133.39566569505,0
60,0.1,13.890364240311149,808.6310145025453,0.290946545977952,0.191754976272926,90.29632896669011,0.0,0.0838326380859,0.004951070475433,0.2,16.23610762348585,802.688972127911,0.204652733813984,-0.105126273811503,90.18067733031245,0.0,0.024480011003226,0.004064119550908,1.071,1.626,0.419589849026584,0.094942505001135,0.0,98133.39566569505,0
61,0.1,13.890364240311149,808.6310145025453,0.290946545977952,0.191754976272926,90.29632896669011,0.0,0.0838326380859,0.004951070475433,0.2,16.23610762348585,802.688972127911,0.204652733813984,-0.105126273811503,90.18067733031245,0.0,0.024480011003226,0.004064119550908,1.071,1.626,0.419589849026584,0.094942505001135,0.0,98133.39566569505,0
62,0.1,13.890364240311149,808.6310145025453,0.290946545977952,0.191754976272926,90.29632896669011,0.0,0.0838326380859,0.004951070475433,0.2,16.23610762348585,802.688972127911,0.204652733813984,-0.105126273811503,90.18067733031245,0.0,0.024480011003226,0.004064119550908,1.071,1.626,0.419589849026584,0.094942505001135,0.0,98133.39566569505,0
63,0.1,13.890364240311149,808.6310145025453,0.290946545977952,0.191754976272926,90.29632896669011,0.0,0.0838326380859,0.004951070475433,0.2,16.23610762348585,802.688972127911,0.204652733813984,-0.105126273811503,90.18067733031245,0.0,0.024480011003226,0.004064119550908,1.071,1.626,0.419589849026584,0.094942505001135,0.0,98133.39566569505,0
64,0.1,13.890364240311149,808.6310145025453,0.290946545977952,0.191754976272926,90.29632896669011,0.0,0.0838326380859,0.004951070475433,0.2,16.23610762348585,802.688972127911,0.204652733813984,-0.105126273811503,90.18067733031245,0.0,0.024480011003226,0.004064119550908,1.071,1.626,0.419589849026584,0.094942505001135,0.0,98133.39566569505,0
65,0.1,13.890364240311149,808.6310145025453,0.290946545977952,0.191754976272926,90.29632896669011,0.0,0.0838326380859,0.004951070475433,0.2,16.23610762348585,802.688972127911,0.204652733813984,-0.105126273811503,90.18067733031245,0.0,0.024480011003226,0.004064119550908,1.071,1.626,0.419589849026584,0.094942505001135,0.0,98133.39566569505,0
66,0.1,13.890364240311149,808.6310145025453,0.290946545977952,0.191754976272926,90.29632896669011,0.0,0.0838326380859,0.004951070475433,0.2,16.23610762348585,802.688972127911,0.204652733813984,-0.105126273811503,90.18067733031245,0.0,0.024480011003226,0.004064119550908,1.071,1.626,0.419589849026584,0.094942505001135,0.0,98133.39566569505,0
67,0.1,13.890364240311149,808.6310145025453,0.290946545977952,0.191754976272926,90.29632896669011,0.0,0.0838326380859,0.004951070475433,0.2,16.23610762348585,802.688972127911,0.204652733813984,-0.105126273811503,90.18067733031245,0.0,0.024480011003226,0.004064119550908,1.071,1.626,0.419589849026584,0.094942505001135,0.0,98133.39566569505,0
68,0.1,13.890364240311149,808.6310145025453,0.290946545977952,0.191754976272926,90.29632896669011,0.0,0.0838326380859,0.004951070475433,0.2,16.23610762348585,802.688972127911,0.204652733813984,-0.105126273811503,90.18067733031245,0.0,0.024480011003226,0.004064119550908,1.071,1.626,0.419589849026584,0.094942505001135,0.0,98133.39566569505,0
69,0.1,13.890364240311149,808.6310145025453,0.290946545977952,0.191754976272926,90.29632896669011,0.0,0.0838326380859,0.004951070475433,0.2,16.23610762348585,802.688972127911,0.204652733813984,-0.105126273811503,90.18067733031245,0.0,0.024480011003226,0.004064119550908,1.071,1.626,0.419589849026584,0.094942505001135,0.0,98133.39566569505,0
70,0.1,13.890364240311149,808.6310145025453,0.290946545977952,0.191754976272926,90.29632896669011,0.0,0.0838326380859,0.004951070475433,0.2,16.23610762348585,802.688972127911,0.204652733813984,-0.105126273811503,90.18067733031245,0.0,0.024480011003226,0.004064119550908,1.071,1.626,0.419589849026584,0.094942505001135,0.0,98133.39566569505,0
71,0.1,13.890364240311149,808.6310145025453,0.290946545977952,0.191754976272926,90.29632896669011,0.0,0.0838326380859,0.004951070475433,0.2,16.23610762348585,802.688972127911,0.204652733813984,-0.105126273811503,90.18067733031245,0.0,0.024480011003226,0.004064119550908,1.071,1.626,0.419589849026584,0.094942505001135,0.0,98133.39566569505,0
72,0.1,13.890364240311149,808.6310145025453,0.290946545977952,0.191754976272926,90.29632896669011,0.0,0.0838326380859,0.004951070475433,0.2,16.23610762348585,802.688972127911,0.204652733813984,-0.105126273811503,90.18067733031245,0.0,0.024480011003226,0.004064119550908,1.071,1.626,0.419589849026584,0.094942505001135,0.0,98133.39566569505,0
73,0.1,13.890364240311149,808.6310145025453,0.290946545977952,0.191754976272926,90.29632896669011,0.0,0.0838326380859,0.004951070475433,0.2,16.23610762348585,802.688972127911,0.204652733813984,-0.105126273811503,90.18067733031245,0.0,0.024480011003226,0.004064119550908,1.071,1.626,0.419589849026584,0.094942505001135,0.0,98133.39566569505,0
74,0.1,13.890364240311149,808.6310145025453,0.290946545977952,0.191754976272926,90.29632896669011,0.0,0.0838326380859,0.004951070475433,0.2,16.23610762348585,802.688972127911,0.204652733813984,-0.105126273811503,90.18067733031245,0.0,0.024480011003226,0.004064119550908,1.071,1.626,0.419589849026584,0.094942505001135,0.0,98133.39566569505,0
75,0.1,13.890364240311149,808.6310145025453,0.290946545977952,0.191754976272926,90.29632896669011,0.0,0.0838326380859,0.004951070475433,0.2,16.23610762348585,802.688972127911,0.204652733813984,-0.105126273811503,90.18067733031245,0.0,0.024480011003226,0.004064119550908,1.071,1.626,0.419589849026584,0.094942505001135,0.0,98133.39566569505,0
76,0.1,13.890364240311149,808.6310145025453,0.290946545977952,0.191754976272926,90.29632896669011,0.0,0.0838326380859,0.004951070475433,0.2,16.23610762348585,802.688972127911,0.204652733813984,-0.105126273811503,90.18067733031245,0.0,0.024480011003226,0.004064119550908,1.071,1.626,0.419589849026584,0.094942505001135,0.0,98133.39566569505,0
77,0.1,13.890364240311149,808.6310145025453,0.290946545977952,0.191754976272926,90.29632896669011,0.0,0.0838326380859,0.004951070475433,0.2,16.23610762348585,802.688972127911,0.204652733813984,-0.105126273811503,90.18067733031245,0.0,0.024480011003226,0.004064119550908,1.071,1.626,0.419589849026584,0.094942505001135,0.0,98133.39566569505,0
78,0.1,13.890364240311149,808.6310145025453,0.290946545977952,0.191754976272926,90.29632896669011,0.0,0.0838326380859,0.004951070475433,0.2,16.23610762348585,802.688972127911,0.204652733813984,-0.105126273811503,90.18067733031245,0.0,0.024480011003226,0.004064119550908,1.071,1.626,0.419589849026584,0.094942505001135,0.0,98133.39566569505,0
