0	0.350000	0.462801
10	0.150000	0.440120
20	0.200000	0.342449
30	0.150000	0.266454
40	0.200000	0.309705
50	0.150000	0.294526
60	0.250000	0.342334
70	0.200000	0.217935
80	0.300000	0.253310
90	0.300000	0.197096
100	0.150000	0.187436
110	0.500000	0.178250
120	0.300000	0.253225
130	0.250000	0.197030
140	0.250000	0.187373
150	0.450000	0.217788
160	0.200000	0.138647
170	0.250000	0.240733
180	0.250000	0.279810
190	0.000000	0.217715
200	0.300000	0.169400
210	0.200000	0.196898
220	0.100000	0.228858
230	0.150000	0.217642
240	0.150000	0.206975
250	0.150000	0.161044
260	0.200000	0.153151
270	0.300000	0.217569
280	0.250000	0.206906
290	0.100000	0.196765
300	0.100000	0.153100
310	0.350000	0.177951
320	0.300000	0.169230
330	0.450000	0.131675
340	0.150000	0.153048
350	0.400000	0.177891
360	0.100000	0.206767
370	0.450000	0.160882
380	0.200000	0.152997
390	0.300000	0.145498
400	0.150000	0.206697
410	0.250000	0.196567
420	0.200000	0.125137
430	0.200000	0.145450
440	0.000000	0.138321
450	0.100000	0.160774
460	0.250000	0.186870
470	0.300000	0.177712
480	0.150000	0.206558
490	0.250000	0.160719
500	0.100000	0.152843
510	0.250000	0.177652
520	0.150000	0.138228
530	0.300000	0.131454
540	0.150000	0.152791
550	0.150000	0.145303
560	0.300000	0.168889
570	0.300000	0.160612
580	0.300000	0.152740
590	0.050000	0.145254
600	0.150000	0.113020
610	0.300000	0.131365
620	0.350000	0.124927
630	0.250000	0.145205
640	0.400000	0.138089
650	0.100000	0.131321
660	0.200000	0.152637
670	0.200000	0.118764
680	0.250000	0.168719
690	0.250000	0.131277
700	0.300000	0.152586
710	0.250000	0.118725
720	0.100000	0.137996
730	0.200000	0.087850
740	0.200000	0.083545
750	0.150000	0.079450
760	0.400000	0.137950
770	0.350000	0.131189
780	0.250000	0.152484
790	0.100000	0.118645
800	0.200000	0.092315
810	0.500000	0.107300
820	0.300000	0.152432
830	0.200000	0.118605
840	0.300000	0.137857
850	0.200000	0.160234
860	0.200000	0.102007
870	0.250000	0.144913
880	0.100000	0.092253
890	0.350000	0.131057
900	0.250000	0.124634
910	0.300000	0.118525
920	0.450000	0.112716
930	0.100000	0.087703
940	0.200000	0.083404
950	0.200000	0.118485
960	0.150000	0.092191
970	0.250000	0.130969
980	0.250000	0.124550
990	0.200000	0.096910
1000	0.200000	0.075404
1010	0.200000	0.087644
1020	0.200000	0.083348
1030	0.200000	0.079263
1040	0.400000	0.112603
1050	0.150000	0.058651
1060	0.300000	0.083320
1070	0.350000	0.118366
1080	0.250000	0.092099
1090	0.200000	0.058631
1100	0.200000	0.101802
1110	0.350000	0.079210
1120	0.150000	0.092068
1130	0.050000	0.087555
1140	0.200000	0.068125
1150	0.100000	0.079184
1160	0.350000	0.092037
1170	0.150000	0.071612
1180	0.250000	0.083236
1190	0.200000	0.064765
1200	0.100000	0.061591
1210	0.100000	0.071588
1220	0.350000	0.068080
1230	0.200000	0.096715
1240	0.300000	0.091975
1250	0.200000	0.071564
1260	0.200000	0.068057
1270	0.300000	0.118167
1280	0.200000	0.091944
1290	0.250000	0.106868
1300	0.150000	0.083153
1310	0.100000	0.096650
1320	0.150000	0.091913
1330	0.250000	0.087408
1340	0.350000	0.101597
1350	0.300000	0.096617
1360	0.250000	0.091882
1370	0.200000	0.071492
1380	0.250000	0.083097
1390	0.250000	0.096585
1400	0.050000	0.075151
1410	0.350000	0.087350
1420	0.450000	0.083069
1430	0.250000	0.078998
1440	0.400000	0.091821
1450	0.000000	0.087320
1460	0.300000	0.083041
1470	0.150000	0.078971
1480	0.450000	0.075101
1490	0.150000	0.106689
1500	0.100000	0.083013
1510	0.250000	0.096488
1520	0.200000	0.075075
1530	0.150000	0.087262
1540	0.200000	0.082985
1550	0.100000	0.096455
1560	0.300000	0.112112
1570	0.150000	0.106617
1580	0.150000	0.082957
1590	0.350000	0.117850
1600	0.100000	0.112074
1610	0.250000	0.087203
1620	0.150000	0.101358
1630	0.150000	0.064526
1640	0.100000	0.075000
1650	0.100000	0.071324
1660	0.350000	0.101324
1670	0.400000	0.096358
1680	0.000000	0.074975
1690	0.300000	0.087145
1700	0.200000	0.067806
1710	0.100000	0.078812
1720	0.150000	0.074949
1730	0.200000	0.071276
1740	0.300000	0.101256
1750	0.200000	0.117692
1760	0.150000	0.091574
1770	0.100000	0.106438
1780	0.300000	0.101222
1790	0.100000	0.078759
1800	0.200000	0.074899
1810	0.300000	0.087057
1820	0.100000	0.101188
1830	0.250000	0.117613
1840	0.100000	0.091512
1850	0.100000	0.087027
1860	0.300000	0.101154
1870	0.200000	0.078706
1880	0.200000	0.091482
1890	0.250000	0.086998
1900	0.050000	0.067692
1910	0.350000	0.078680
1920	0.300000	0.091451
1930	0.250000	0.129917
1940	0.300000	0.123549
1950	0.200000	0.096132
1960	0.500000	0.074798
1970	0.100000	0.071133
1980	0.150000	0.082679
1990	0.300000	0.078627
2000	0.250000	0.091390
2010	0.250000	0.106224
2020	0.050000	0.067624
2030	0.350000	0.064309
2040	0.150000	0.061158
2050	0.200000	0.086881
2060	0.150000	0.067601
2070	0.200000	0.064288
2080	0.200000	0.091328
2090	0.100000	0.086852
2100	0.150000	0.082596
2110	0.200000	0.078548
2120	0.400000	0.091297
2130	0.300000	0.086823
2140	0.250000	0.100916
2150	0.000000	0.078521
2160	0.250000	0.091267
2170	0.200000	0.086794
2180	0.250000	0.082540
2190	0.150000	0.078495
2200	0.050000	0.074648
2210	0.250000	0.070989
2220	0.150000	0.067510
2230	0.200000	0.078468
2240	0.150000	0.074623
2250	0.000000	0.070965
2260	0.250000	0.082485
2270	0.100000	0.117179
2280	0.250000	0.091175
2290	0.100000	0.070942
2300	0.200000	0.055198
2310	0.100000	0.064158
2320	0.400000	0.061014
2330	0.300000	0.070918
2340	0.300000	0.082429
2350	0.200000	0.064137
2360	0.350000	0.060993
2370	0.150000	0.058004
2380	0.500000	0.067419
2390	0.250000	0.064115
2400	0.100000	0.060973
2410	0.300000	0.086619
2420	0.250000	0.067397
2430	0.250000	0.078337
2440	0.200000	0.049870
2450	0.100000	0.047426
2460	0.200000	0.067374
2470	0.300000	0.064072
2480	0.150000	0.074472
2490	0.050000	0.070822
2500	0.150000	0.067351
2510	0.350000	0.064051
2520	0.200000	0.074447
2530	0.300000	0.070799
2540	0.250000	0.082291
2550	0.100000	0.078258
2560	0.350000	0.060891
2570	0.200000	0.070775
2580	0.150000	0.045056
2590	0.150000	0.052370
2600	0.300000	0.090930
2610	0.150000	0.057887
2620	0.050000	0.067284
2630	0.200000	0.063986
2640	0.300000	0.090900
2650	0.150000	0.047346
2660	0.250000	0.055032
2670	0.200000	0.063965
2680	0.100000	0.074347
2690	0.150000	0.057848
2700	0.150000	0.045011
2710	0.100000	0.063943
2720	0.200000	0.060809
2730	0.300000	0.070680
2740	0.300000	0.067216
2750	0.100000	0.078126
2760	0.400000	0.060789
2770	0.200000	0.070656
2780	0.250000	0.082125
2790	0.250000	0.078100
2800	0.000000	0.090777
2810	0.300000	0.070632
2820	0.250000	0.067171
2830	0.200000	0.063879
2840	0.050000	0.074248
2850	0.100000	0.057771
2860	0.000000	0.067148
2870	0.050000	0.078048
2880	0.150000	0.060728
2890	0.400000	0.070585
2900	0.200000	0.054921
2910	0.500000	0.063836
2920	0.400000	0.060707
2930	0.300000	0.070561
2940	0.450000	0.067103
2950	0.150000	0.052212
2960	0.250000	0.090656
2970	0.250000	0.070537
2980	0.200000	0.054884
2990	0.350000	0.077969
3000	0.200000	0.049636
3010	0.400000	0.070514
3020	0.250000	0.067058
3030	0.200000	0.063771
3040	0.050000	0.060646
3050	0.050000	0.070490
3060	0.250000	0.081932
3070	0.100000	0.063750
3080	0.100000	0.074098
3090	0.150000	0.070466
3100	0.100000	0.081905
3110	0.150000	0.077890
3120	0.400000	0.074073
3130	0.150000	0.070443
3140	0.250000	0.081877
3150	0.150000	0.077864
3160	0.300000	0.074048
3170	0.450000	0.057616
3180	0.300000	0.066968
3190	0.300000	0.052107
3200	0.200000	0.049553
3210	0.200000	0.057596
3220	0.350000	0.066945
3230	0.150000	0.063664
3240	0.250000	0.073998
3250	0.200000	0.057577
3260	0.150000	0.066923
3270	0.150000	0.063643
3280	0.350000	0.073974
3290	0.200000	0.070348
3300	0.000000	0.054737
3310	0.350000	0.063622
3320	0.300000	0.073949
3330	0.050000	0.070325
3340	0.150000	0.054718
3350	0.000000	0.052037
3360	0.250000	0.073924
3370	0.100000	0.070301
3380	0.300000	0.081712
3390	0.350000	0.063579
3400	0.050000	0.073899
3410	0.200000	0.057500
3420	0.150000	0.054682
3430	0.250000	0.077681
3440	0.300000	0.060443
3450	0.100000	0.057480
3460	0.200000	0.066811
3470	0.350000	0.063536
3480	0.200000	0.060422
3490	0.250000	0.085837
3500	0.200000	0.066788
3510	0.250000	0.077629
3520	0.400000	0.073825
3530	0.250000	0.070206
3540	0.250000	0.066766
3550	0.100000	0.051949
3560	0.150000	0.049403
3570	0.200000	0.057422
3580	0.300000	0.066743
3590	0.250000	0.063472
3600	0.100000	0.060361
3610	0.250000	0.070159
3620	0.200000	0.066721
3630	0.200000	0.051914
3640	0.300000	0.073750
3650	0.150000	0.057384
3660	0.100000	0.066698
3670	0.100000	0.063429
3680	0.150000	0.060321
3690	0.300000	0.057364
3700	0.150000	0.054553
3710	0.100000	0.063408
3720	0.250000	0.060301
3730	0.250000	0.057345
3740	0.400000	0.066654
3750	0.250000	0.063387
3760	0.400000	0.060280
3770	0.400000	0.057326
3780	0.350000	0.066631
3790	0.150000	0.063366
3800	0.150000	0.060260
3810	0.250000	0.057307
3820	0.150000	0.054498
3830	0.250000	0.063344
3840	0.150000	0.060240
3850	0.300000	0.057287
3860	0.350000	0.066586
3870	0.300000	0.063323
3880	0.000000	0.060220
3890	0.250000	0.057268
3900	0.250000	0.054461
3910	0.150000	0.063302
3920	0.200000	0.060199
3930	0.200000	0.057249
3940	0.250000	0.054443
3950	0.100000	0.051775
3960	0.100000	0.040285
3970	0.400000	0.069947
3980	0.250000	0.066519
3990	0.200000	0.063259
4000	0.200000	0.073528
4010	0.350000	0.069924
4020	0.250000	0.066497
4030	0.200000	0.063238
4040	0.250000	0.089837
4050	0.150000	0.057191
4060	0.250000	0.081247
4070	0.450000	0.063217
4080	0.200000	0.073478
4090	0.150000	0.057172
4100	0.200000	0.054370
4110	0.300000	0.077239
4120	0.300000	0.073453
4130	0.250000	0.085376
4140	0.250000	0.081192
4150	0.100000	0.051688
4160	0.150000	0.060078
4170	0.250000	0.069830
4180	0.450000	0.044455
4190	0.200000	0.063153
4200	0.250000	0.060058
4210	0.150000	0.057114
4220	0.100000	0.066385
4230	0.150000	0.051653
4240	0.450000	0.073379
4250	0.050000	0.057095
4260	0.350000	0.066363
4270	0.250000	0.077135
4280	0.250000	0.073355
4290	0.150000	0.046699
4300	0.100000	0.081083
4310	0.200000	0.063089
4320	0.300000	0.073330
4330	0.200000	0.057057
4340	0.200000	0.066318
4350	0.250000	0.063068
4360	0.300000	0.073305
4370	0.350000	0.085205
4380	0.100000	0.081029
4390	0.200000	0.063047
4400	0.200000	0.059957
4410	0.050000	0.085176
4420	0.100000	0.054224
4430	0.300000	0.077032
4440	0.300000	0.133750
4450	0.150000	0.069666
4460	0.300000	0.066252
4470	0.050000	0.063005
4480	0.150000	0.089505
4490	0.250000	0.069643
4500	0.100000	0.066229
4510	0.250000	0.114995
4520	0.300000	0.089475
4530	0.200000	0.046605
4540	0.250000	0.080920
4550	0.250000	0.076954
4560	0.300000	0.073182
4570	0.300000	0.069596
4580	0.450000	0.066185
4590	0.300000	0.062941
4600	0.150000	0.073158
4610	0.400000	0.069572
4620	0.100000	0.054133
4630	0.250000	0.062920
4640	0.250000	0.059836
4650	0.150000	0.056904
4660	0.250000	0.066140
4670	0.150000	0.062899
4680	0.100000	0.059816
4690	0.300000	0.069526
4700	0.200000	0.066118
4710	0.150000	0.062878
4720	0.350000	0.059796
4730	0.150000	0.056865
4740	0.200000	0.066096
4750	0.200000	0.076825
4760	0.150000	0.059776
4770	0.100000	0.056846
4780	0.400000	0.066074
4790	0.300000	0.093865
4800	0.100000	0.059756
4810	0.150000	0.056827
4820	0.050000	0.066052
4830	0.250000	0.062814
4840	0.200000	0.059736
4850	0.150000	0.046479
4860	0.350000	0.066029
4870	0.200000	0.062793
4880	0.350000	0.059716
4890	0.150000	0.046464
4900	0.150000	0.054006
4910	0.200000	0.042021
4920	0.200000	0.048842
4930	0.200000	0.056770
4940	0.100000	0.065985
4950	0.100000	0.051342
4960	0.300000	0.072937
4970	0.300000	0.056751
4980	0.200000	0.065963
4990	0.150000	0.062730
5000	0.300000	0.059656
5010	0.400000	0.069339
5020	0.150000	0.065941
5030	0.350000	0.062709
5040	0.200000	0.072888
5050	0.100000	0.056713
5060	0.250000	0.065919
5070	0.300000	0.062688
5080	0.200000	0.059616
5090	0.250000	0.084691
5100	0.100000	0.053915
5110	0.350000	0.062667
5120	0.200000	0.048760
5130	0.200000	0.056675
5140	0.500000	0.065874
5150	0.100000	0.051256
5160	0.300000	0.059575
5170	0.350000	0.069246
5180	0.200000	0.080486
5190	0.200000	0.051238
5200	0.350000	0.048727
5210	0.250000	0.056637
5220	0.350000	0.065830
5230	0.400000	0.062604
5240	0.100000	0.059535
5250	0.050000	0.046324
5260	0.250000	0.053843
5270	0.350000	0.051204
5280	0.200000	0.059515
5290	0.200000	0.069176
5300	0.150000	0.044038
5310	0.450000	0.062562
5320	0.400000	0.059495
5330	0.250000	0.069153
5340	0.150000	0.053807
5350	0.050000	0.051170
5360	0.150000	0.059475
5370	0.200000	0.056561
5380	0.200000	0.053789
5390	0.150000	0.051152
5400	0.250000	0.059455
5410	0.300000	0.069106
5420	0.300000	0.080324
5430	0.150000	0.062499
5440	0.200000	0.072643
5450	0.100000	0.056523
5460	0.350000	0.080297
5470	0.250000	0.076361
5480	0.200000	0.059416
5490	0.450000	0.056504
5500	0.000000	0.065675
5510	0.300000	0.093299
5520	0.100000	0.088727
5530	0.300000	0.084378
5540	0.350000	0.065653
5550	0.100000	0.062436
5560	0.300000	0.088697
5570	0.150000	0.069014
5580	0.200000	0.053698
5590	0.250000	0.076285
5600	0.050000	0.059356
5610	0.100000	0.084322
5620	0.500000	0.080189
5630	0.250000	0.076259
5640	0.100000	0.088637
5650	0.050000	0.056428
5660	0.350000	0.065587
5670	0.150000	0.093174
5680	0.300000	0.072497
5690	0.150000	0.068944
5700	0.100000	0.080135
5710	0.250000	0.062352
5720	0.250000	0.072473
5730	0.250000	0.068921
5740	0.200000	0.065543
5750	0.100000	0.062331
5760	0.250000	0.072448
5770	0.200000	0.037736
5780	0.350000	0.065521
5790	0.100000	0.062310
5800	0.100000	0.059256
5810	0.400000	0.068875
5820	0.150000	0.053590
5830	0.500000	0.050964
5840	0.250000	0.088489
5850	0.100000	0.056333
5860	0.150000	0.065477
5870	0.300000	0.062268
5880	0.400000	0.059216
5890	0.050000	0.084123
5900	0.150000	0.053554
5910	0.350000	0.062247
5920	0.350000	0.059196
5930	0.250000	0.056295
5940	0.050000	0.053536
5950	0.150000	0.050912
5960	0.300000	0.059176
5970	0.100000	0.056276
5980	0.300000	0.065411
5990	0.300000	0.062205
6000	0.150000	0.059157
6010	0.200000	0.068759
6020	0.450000	0.065389
6030	0.150000	0.062184
6040	0.300000	0.072278
6050	0.100000	0.056238
6060	0.250000	0.065367
6070	0.250000	0.062163
6080	0.200000	0.059117
6090	0.250000	0.056220
6100	0.100000	0.065345
6110	0.350000	0.050844
6120	0.250000	0.059097
6130	0.000000	0.083954
6140	0.200000	0.065323
6150	0.100000	0.062122
6160	0.150000	0.072205
6170	0.200000	0.045967
6180	0.250000	0.065301
6190	0.250000	0.092768
6200	0.100000	0.059057
6210	0.150000	0.068644
6220	0.300000	0.053410
6230	0.150000	0.062080
6240	0.400000	0.059037
6250	0.050000	0.056144
6260	0.200000	0.053392
6270	0.100000	0.062059
6280	0.250000	0.088162
6290	0.350000	0.068597
6300	0.100000	0.053374
6310	0.200000	0.062038
6320	0.100000	0.058998
6330	0.300000	0.068574
6340	0.350000	0.043655
6350	0.200000	0.041516
6360	0.250000	0.072084
6370	0.350000	0.068551
6380	0.100000	0.053339
6390	0.200000	0.061997
6400	0.200000	0.048238
6410	0.200000	0.037534
6420	0.150000	0.053321
6430	0.100000	0.050707
6440	0.500000	0.058938
6450	0.100000	0.068505
6460	0.200000	0.053303
6470	0.100000	0.041474
6480	0.250000	0.058919
6490	0.200000	0.056031
6500	0.300000	0.065126
6510	0.250000	0.075697
6520	0.400000	0.058899
6530	0.200000	0.056012
6540	0.250000	0.079572
6550	0.200000	0.041446
6560	0.350000	0.048174
6570	0.100000	0.045813
6580	0.200000	0.065082
6590	0.150000	0.041432
6600	0.100000	0.048157
6610	0.350000	0.055974
6620	0.250000	0.053231
6630	0.200000	0.061872
6640	0.300000	0.058839
6650	0.100000	0.055956
6660	0.400000	0.065038
6670	0.250000	0.075596
