,Planet$_b$,Period$_b$,"T$_0,$$_b$",$\sqrt{e}\cos \omega$$_b$,$\sqrt{e}\sin \omega$$_b$,i$_b$,$\Omega$$_b$,"M$_{jup,}$$_b$",R$_p$/R$_s$$_b$,Planet$_c$,Period$_c$,"T$_0,$$_c$",$\sqrt{e}\cos \omega$$_c$,$\sqrt{e}\sin \omega$$_c$,i$_c$,$\Omega$$_c$,"M$_{jup,}$$_c$",R$_p$/R$_s$$_c$,Planet$_d$,Period$_d$,"T$_0,$$_d$",$\sqrt{e}\cos \omega$$_d$,$\sqrt{e}\sin \omega$$_d$,i$_d$,$\Omega$$_d$,"M$_{jup,}$$_d$",R$_p$/R$_s$$_d$,M$_s$,R$_s$,c$_1$,c$_2$,dilute,chisq,Chain#
4,0.1,2.508212075058718,2021.0691023859367,0.0,0.0,89.59963150102772,0.0,0.006502881543393,0.012131949734895,0.2,7.922365079540694,2027.9027399206752,-0.119038616516292,-0.344396465743492,88.40599942669746,0.0,0.10204555487149,0.076927945272449,0.3,11.897653006856345,2020.0020006099753,-0.064479266990548,-0.39312274280526,88.79737830911921,0.0,0.036486885426884,0.04551700708562,0.901045877335463,0.871173666423436,0.321107444529897,0.363491553390334,0.0,3489.63797710913,15
5,0.1,2.508150922133916,2021.0691815112468,0.0,0.0,89.7704711531793,0.0,0.002313653859448,0.011925576343003,0.2,7.922382067489421,2027.9028634481429,-0.118622194860257,-0.340079340642141,88.4541683239133,0.0,0.101321470427868,0.07675761994693,0.3,11.897546624869722,2020.00143324324,-0.065025634051423,-0.390554640810409,88.85430552583983,0.0,0.037148367441019,0.045347916468172,0.900892881412133,0.861947413269574,0.367154804368663,0.316736444979551,0.0,3483.43570756736,15
6,0.1,2.508075894440854,2021.071000618172,0.0,0.0,89.95701900687502,0.0,0.01555077091738,0.01240698925074,0.2,7.922450100518926,2027.90314167542,-0.071259257419414,-0.337245420471541,88.46485095087047,0.0,0.10114208204009,0.077330605441175,0.3,11.897443163514446,2020.0009314587633,-0.03040100821365,-0.38599545200979,88.89234156086401,0.0,0.036849571948512,0.045498024467632,0.903436175136845,0.856073055070092,0.486374062170914,0.070080818147532,0.0,3487.51604195088,15
0,0.1,2.50792097806303,2021.0706779542516,0.0,0.0,89.9198672960063,0.0,3.19573467e-07,0.012127737410013,0.2,7.922373882257866,2027.9027888837604,-0.115302154458017,-0.355688285107929,88.40844917706067,0.0,0.100268390619474,0.077402650768388,0.3,11.897967190765332,2020.0010126130912,-0.060092475406037,-0.394793538637112,88.82269350869494,0.0,0.03525413384151,0.045864122670548,0.898957913325297,0.883068821752192,0.302269661412262,0.363044101421154,0.0,6531.41105537045,16
1,0.1,2.50792097806303,2021.0706779542516,0.0,0.0,89.9198672960063,0.0,3.19573467e-07,0.012127737410013,0.2,7.922373882257866,2027.9027888837604,-0.115302154458017,-0.355688285107929,88.40844917706067,0.0,0.100268390619474,0.077402650768388,0.3,11.897967190765332,2020.0010126130912,-0.060092475406037,-0.394793538637112,88.82269350869494,0.0,0.03525413384151,0.045864122670548,0.898957913325297,0.883068821752192,0.302269661412262,0.363044101421154,0.0,6531.41105537045,16
2,0.1,2.50792097806303,2021.0706779542516,0.0,0.0,89.9198672960063,0.0,3.19573467e-07,0.012127737410013,0.2,7.922373882257866,2027.9027888837604,-0.115302154458017,-0.355688285107929,88.40844917706067,0.0,0.100268390619474,0.077402650768388,0.3,11.897967190765332,2020.0010126130912,-0.060092475406037,-0.394793538637112,88.82269350869494,0.0,0.03525413384151,0.045864122670548,0.898957913325297,0.883068821752192,0.302269661412262,0.363044101421154,0.0,6531.41105537045,16
3,0.1,2.507811081789096,2021.0712319112592,0.0,0.0,89.98325935219843,0.0,0.027865753968437,0.012058212759082,0.2,7.922393975768341,2027.903194580482,-0.109444907303971,-0.345238590929485,88.42219493563447,0.0,0.101978235046683,0.076765926330805,0.3,11.897631005030831,2020.0009046188056,-0.058150958541859,-0.392629185868108,88.87099414379438,0.0,0.034043457379151,0.044895020130418,0.900871931401863,0.870162123106732,0.344700078900496,0.357356374041238,0.0,3522.05522678636,16
4,0.1,2.508246896301091,2021.0706938248363,0.0,0.0,89.53147602832169,0.0,0.009071665136586,0.012254079505913,0.2,7.922417738482094,2027.9030374171073,-0.099906626890137,-0.334358548469879,88.34182146831314,0.0,0.101350383926639,0.077224113236022,0.3,11.897383419819723,2020.0019416567168,-0.051204161790315,-0.385616242539141,88.75383449727987,0.0,0.036326682897631,0.045789733869879,0.898303177687762,0.881859971858342,0.326590336900145,0.33938876631281,0.0,3484.12261979408,16
5,0.1,2.507828451787741,2021.0737572032135,0.0,0.0,89.36490749015596,0.0,0.018628083943289,0.012582287735868,0.2,7.922423249846757,2027.9032268236317,-0.06033616196742,-0.325556095683103,88.40931842855012,0.0,0.101134830192465,0.076975313613501,0.3,11.897243686900024,2020.0021745404124,-0.020583872773958,-0.375967702567285,88.81635783323257,0.0,0.034740023819416,0.045793251643216,0.900280972722949,0.874986810264926,0.391699445151212,0.257425280986493,0.0,3488.68484658182,16
6,0.1,2.507736878635362,2021.075691300458,0.0,0.0,89.513360226349,0.0,0.015000341330094,0.011863613809279,0.2,7.922357796170426,2027.903063369602,-0.112827068141028,-0.331596331906567,88.52935274916499,0.0,0.103100541228352,0.076438693744311,0.3,11.897547033397997,2020.0015470339124,-0.059500341766629,-0.384179387857943,88.89643610072598,0.0,0.034820908928106,0.045376317375655,0.900354570425065,0.852684734502724,0.397659648444507,0.282214897532484,0.0,3479.79314840454,16
0,0.1,2.507920873287009,2021.0706781047395,0.0,0.0,89.91990021515437,0.0,1.1717247914e-05,0.012139544861399,0.2,7.922373549150994,2027.902788766088,-0.115301092355122,-0.355691470259163,88.40848783880382,0.0,0.100236829855816,0.077391571881605,0.3,11.897966921929124,2020.001012919674,-0.060094273650287,-0.394794105693382,88.8227157262123,0.0,0.035238028485911,0.045850252909122,0.898957861409852,0.883067457522274,0.302267770682643,0.363044575113688,0.0,6512.18819168374,17
1,0.1,2.507920873287009,2021.0706781047395,0.0,0.0,89.91990021515437,0.0,1.1717247914e-05,0.012139544861399,0.2,7.922373549150994,2027.902788766088,-0.115301092355122,-0.355691470259163,88.40848783880382,0.0,0.100236829855816,0.077391571881605,0.3,11.897966921929124,2020.001012919674,-0.060094273650287,-0.394794105693382,88.8227157262123,0.0,0.035238028485911,0.045850252909122,0.898957861409852,0.883067457522274,0.302267770682643,0.363044575113688,0.0,6512.18819168374,17
2,0.1,2.507920873287009,2021.0706781047395,0.0,0.0,89.91990021515437,0.0,1.1717247914e-05,0.012139544861399,0.2,7.922373549150994,2027.902788766088,-0.115301092355122,-0.355691470259163,88.40848783880382,0.0,0.100236829855816,0.077391571881605,0.3,11.897966921929124,2020.001012919674,-0.060094273650287,-0.394794105693382,88.8227157262123,0.0,0.035238028485911,0.045850252909122,0.898957861409852,0.883067457522274,0.302267770682643,0.363044575113688,0.0,6512.18819168374,17
3,0.1,2.508589688932493,2021.0694320769585,0.0,0.0,89.68937016474686,0.0,0.008076549549049,0.012132978698101,0.2,7.922405360608223,2027.9033716988088,-0.109873745734993,-0.338465392034814,88.42138215071081,0.0,0.102099307849244,0.076503654852254,0.3,11.897360434425224,2020.0010504671163,-0.060333155659342,-0.389946254665217,88.83742407877945,0.0,0.036204608377931,0.045823292622716,0.900269295229126,0.87121782141847,0.348905160776387,0.377830848936575,0.0,3514.61325753045,17
4,0.1,2.507871150678256,2021.0723056997176,0.0,0.0,89.93311599320877,0.0,0.019114919676995,0.011754200133538,0.2,7.922342930805512,2027.902867571686,-0.10937594555789,-0.352634223929155,88.39789567479053,0.0,0.104443362472486,0.077112170523406,0.3,11.897879122802616,2020.0004990074788,-0.059419880610141,-0.399697473532715,88.8241349583725,0.0,0.03518404379551,0.045075488148503,0.903047210661009,0.871827877850857,0.35505347984534,0.335185455247855,0.0,3496.20481680145,17
5,0.1,2.508192108435396,2021.074361552215,0.0,0.0,89.3271547885835,0.0,0.001162892906403,0.012098275374084,0.2,7.922281997136102,2027.9029252082291,-0.101379259141559,-0.331212731682142,88.4443382515321,0.0,0.102366675371522,0.07691315652618,0.3,11.897604433608466,2020.001323387639,-0.051675412295789,-0.383326468032629,88.84672032471718,0.0,0.034875011871259,0.045398177958507,0.899435946655514,0.86445069481409,0.427094174292119,0.234211462803889,0.0,3481.14681818825,17
6,0.1,2.508087172646771,2021.0732943220848,0.0,0.0,89.18628622782465,0.0,0.010634277405372,0.011973330396,0.2,7.922381800225608,2027.9030186354169,-0.100623333653347,-0.323802951873824,88.57273077087008,0.0,0.10109124667764,0.076263522351863,0.3,11.897468260495078,2020.0010694265916,-0.051285793777686,-0.37812197845605,88.93568093891783,0.0,0.035728300935605,0.045042240777785,0.899425714175654,0.847141567063594,0.403890256778172,0.267987845632621,0.0,3484.62334457596,17
0,0.1,2.507921015088216,2021.0706779132836,0.0,0.0,89.91985112668709,0.0,5.021433483e-06,0.012134494724183,0.2,7.922373508109065,2027.9027887496688,-0.115300454528599,-0.355689960144978,88.40845581545321,0.0,0.100225776779355,0.07742896681245,0.3,11.89796672809646,2020.001012790012,-0.060093351965755,-0.394794015894299,88.82270417667188,0.0,0.035250198228394,0.045862824879206,0.898958075047216,0.883069947367133,0.30227209521241,0.363045066309696,0.0,6521.6946706783,18
1,0.1,2.507921015088216,2021.0706779132836,0.0,0.0,89.91985112668709,0.0,5.021433483e-06,0.012134494724183,0.2,7.922373508109065,2027.9027887496688,-0.115300454528599,-0.355689960144978,88.40845581545321,0.0,0.100225776779355,0.07742896681245,0.3,11.89796672809646,2020.001012790012,-0.060093351965755,-0.394794015894299,88.82270417667188,0.0,0.035250198228394,0.045862824879206,0.898958075047216,0.883069947367133,0.30227209521241,0.363045066309696,0.0,6521.6946706783,18
2,0.1,2.507921015088216,2021.0706779132836,0.0,0.0,89.91985112668709,0.0,5.021433483e-06,0.012134494724183,0.2,7.922373508109065,2027.9027887496688,-0.115300454528599,-0.355689960144978,88.40845581545321,0.0,0.100225776779355,0.07742896681245,0.3,11.89796672809646,2020.001012790012,-0.060093351965755,-0.394794015894299,88.82270417667188,0.0,0.035250198228394,0.045862824879206,0.898958075047216,0.883069947367133,0.30227209521241,0.363045066309696,0.0,6521.6946706783,18
3,0.1,2.508439534695879,2021.0707589117008,0.0,0.0,89.67877531243411,0.0,0.026934399910822,0.012648960976847,0.2,7.922566144366194,2027.90331547724,-0.111329722667258,-0.348255120308055,88.41821794582982,0.0,0.100988620205876,0.076461977360518,0.3,11.897463805799308,2020.0001625636487,-0.060356489425904,-0.395956236802787,88.8478312126279,0.0,0.037591630658806,0.045317536012624,0.900477977897005,0.868730800800736,0.350918199843056,0.370349708646341,0.0,3523.94292373811,18
4,0.1,2.508237443461672,2021.069988488984,0.0,0.0,89.44623332134773,0.0,0.004270688299804,0.012176699985044,0.2,7.922285651355321,2027.9027973368695,-0.121393059361747,-0.352644924363919,88.3632237516318,0.0,0.103907376595843,0.077065510203165,0.3,11.89784798461832,2020.002014636304,-0.068070839646341,-0.400506743958254,88.79661860669619,0.0,0.035620660564037,0.045689207922416,0.89825328928056,0.877238020151594,0.295510836555334,0.422984867362436,0.0,3484.73518940943,18
5,0.1,2.508293313768688,2021.0728867977416,0.0,0.0,89.15875081192915,0.0,0.009747425287608,0.012763521312677,0.2,7.922304195733581,2027.9027338222525,-0.117379332739529,-0.362610446426085,88.32874074461118,0.0,0.103554038689922,0.077190723090747,0.3,11.89807638740336,2020.00185447643,-0.066041741011087,-0.407564208384963,88.74191813239683,0.0,0.036204739687577,0.045930066436072,0.898533564554273,0.882965225381872,0.319918668554092,0.406146424420742,0.0,3487.84712995405,18
6,0.1,2.508160675815784,2021.0720743033407,0.0,0.0,89.2857682526044,0.0,0.008805792314074,0.012738922597936,0.2,7.922294576797267,2027.902907587301,-0.100679428926407,-0.360390398971995,88.32893222996918,0.0,0.103147694460742,0.077450183409555,0.3,11.898110388535144,2020.001947996837,-0.053023163078113,-0.404716939917689,88.75586381653163,0.0,0.036203123066268,0.04594100748695,0.897729345169684,0.87932297288377,0.346894381561993,0.330139436584898,0.0,3482.05137760583,18
0,0.1,2.507921037728721,2021.0706782680215,0.0,0.0,89.91986190971721,0.0,2.0438877765e-05,0.012129633508188,0.2,7.922373976787257,2027.9027886098208,-0.115300172204218,-0.35568997913535,88.40848107987459,0.0,0.100235309429408,0.077424268774944,0.3,11.897966959533996,2020.0010125643407,-0.06009063107736,-0.394792858618196,88.82273589391862,0.0,0.035240349756132,0.04586956591459,0.898957865591079,0.883071562190399,0.30226897347336,0.363046613422388,0.0,6525.36462543279,19
1,0.1,2.507921037728721,2021.0706782680215,0.0,0.0,89.91986190971721,0.0,2.0438877765e-05,0.012129633508188,0.2,7.922373976787257,2027.9027886098208,-0.115300172204218,-0.35568997913535,88.40848107987459,0.0,0.100235309429408,0.077424268774944,0.3,11.897966959533996,2020.0010125643407,-0.06009063107736,-0.394792858618196,88.82273589391862,0.0,0.035240349756132,0.04586956591459,0.898957865591079,0.883071562190399,0.30226897347336,0.363046613422388,0.0,6525.36462543279,19
2,0.1,2.507921037728721,2021.0706782680215,0.0,0.0,89.91986190971721,0.0,2.0438877765e-05,0.012129633508188,0.2,7.922373976787257,2027.9027886098208,-0.115300172204218,-0.35568997913535,88.40848107987459,0.0,0.100235309429408,0.077424268774944,0.3,11.897966959533996,2020.0010125643407,-0.06009063107736,-0.394792858618196,88.82273589391862,0.0,0.035240349756132,0.04586956591459,0.898957865591079,0.883071562190399,0.30226897347336,0.363046613422388,0.0,6525.36462543279,19
3,0.1,2.508566839862435,2021.0693586695777,0.0,0.0,89.78348997696772,0.0,0.019507422627845,0.011483145511522,0.2,7.922324270699,2027.9031639718064,-0.110609505767355,-0.342836472216256,88.42494765716381,0.0,0.104090379114971,0.076466924105355,0.3,11.89776330562128,2020.0015050853713,-0.059469168343916,-0.392514016000002,88.83081984925465,0.0,0.034322058656049,0.045784578085926,0.900582082764203,0.871289918998663,0.364915983666979,0.392304232889499,0.0,3505.13532063136,19
4,0.1,2.508245105387476,2021.0708323355093,0.0,0.0,89.54606837319693,0.0,0.018033890891624,0.012448279342783,0.2,7.922390351142527,2027.9029892287945,-0.100757554571105,-0.334925880798166,88.42447404690884,0.0,0.101892202643515,0.076562428036667,0.3,11.897508870410878,2020.002255541868,-0.050728446443972,-0.385048701558264,88.86083358003502,0.0,0.035045930948624,0.045169069834449,0.900403934786258,0.875219686984964,0.370154319443562,0.376863668908451,0.0,3495.76121485327,19
5,0.1,2.508187348142026,2021.0701990384775,0.0,0.0,88.80816526305662,0.0,0.026402411144962,0.012289946776095,0.2,7.922481594422209,2027.9031356230623,-0.084907651712519,-0.304652764898008,88.43679393208838,0.0,0.100184321125547,0.076719802295564,0.3,11.897152792244572,2020.00176914902,-0.036789540424382,-0.363001700491899,88.85877024247499,0.0,0.034981110651307,0.045493217091042,0.896161638277186,0.874636294540986,0.399210579789723,0.277006752160613,0.0,3488.31795393146,19
6,0.1,2.508476065648547,2021.0693483352973,0.0,0.0,89.06950545619392,0.0,0.022196802905098,0.011953719415319,0.2,7.922418504454956,2027.9031622871469,-0.065555038670634,-0.306931016686247,88.38596968133852,0.0,0.100698269853335,0.077262441050182,0.3,11.897170196387776,2020.0013359605568,-0.022250266058868,-0.363091403993766,88.8124658098271,0.0,0.034045779959206,0.045866217402845,0.892678617399999,0.87510504998661,0.455399417830854,0.122225012890442,0.0,3483.73315135774,19
0,0.1,2.507921002230729,2021.0706783872777,0.0,0.0,89.91985937386009,0.0,6.389582159e-06,0.012116470969976,0.2,7.922373938502963,2027.9027887906127,-0.115298353842337,-0.355689600402855,88.40847199918568,0.0,0.100295671729368,0.077405151821368,0.3,11.897967073910989,2020.0010127622545,-0.060091828715509,-0.394791590998196,88.82266714826376,0.0,0.035280408539813,0.045839082309183,0.898957726221217,0.883074028955147,0.302265601352532,0.363045011166807,0.0,6549.648035845,20
1,0.1,2.507921002230729,2021.0706783872777,0.0,0.0,89.91985937386009,0.0,6.389582159e-06,0.012116470969976,0.2,7.922373938502963,2027.9027887906127,-0.115298353842337,-0.355689600402855,88.40847199918568,0.0,0.100295671729368,0.077405151821368,0.3,11.897967073910989,2020.0010127622545,-0.060091828715509,-0.394791590998196,88.82266714826376,0.0,0.035280408539813,0.045839082309183,0.898957726221217,0.883074028955147,0.302265601352532,0.363045011166807,0.0,6549.648035845,20
2,0.1,2.507921002230729,2021.0706783872777,0.0,0.0,89.91985937386009,0.0,6.389582159e-06,0.012116470969976,0.2,7.922373938502963,2027.9027887906127,-0.115298353842337,-0.355689600402855,88.40847199918568,0.0,0.100295671729368,0.077405151821368,0.3,11.897967073910989,2020.0010127622545,-0.060091828715509,-0.394791590998196,88.82266714826376,0.0,0.035280408539813,0.045839082309183,0.898957726221217,0.883074028955147,0.302265601352532,0.363045011166807,0.0,6549.648035845,20
3,0.1,2.508145546152741,2021.0700985664876,0.0,0.0,89.97363667209606,0.0,0.010595648847041,0.011408637357278,0.2,7.922224207166894,2027.9030064404503,-0.114917297109237,-0.345566700023815,88.39375383136756,0.0,0.103826560889515,0.076690598229187,0.3,11.89823427112632,2020.0011383390224,-0.062281780197191,-0.394689734299302,88.78166300748374,0.0,0.034891454344723,0.046008419538296,0.899921970608269,0.875392596679357,0.315857850110106,0.369393854863939,0.0,3510.5413917287,20
4,0.1,2.508114266144092,2021.07195973323,0.0,0.0,89.36759636173616,0.0,0.023302964013101,0.012807178248624,0.2,7.922337861479213,2027.9026491640184,-0.108357475355978,-0.350372778648594,88.4039294151285,0.0,0.103252847050209,0.076799241525228,0.3,11.89804910092544,2020.0019925333015,-0.057269394647921,-0.396970298173568,88.81654211224885,0.0,0.035103529361601,0.045621392160597,0.902049299652345,0.872534454755365,0.34307984685606,0.390621609674363,0.0,3492.64358324185,20
5,0.1,2.508492569970583,2021.0751609872443,0.0,0.0,89.00439576344979,0.0,0.027835063904731,0.012270021264027,0.2,7.922369724720224,2027.9028256512104,-0.106959706655401,-0.321797567955588,88.3953433535639,0.0,0.102406762505272,0.077019818396662,0.3,11.897645261009588,2020.0012417910796,-0.053366985775165,-0.376068401469739,88.79265603132961,0.0,0.03413763355188,0.045761826611115,0.898999268688583,0.87651637616808,0.384092489318427,0.282501846132872,0.0,3492.22635210845,20
6,0.1,2.508503752138707,2021.0742821362908,0.0,0.0,88.42581506954448,0.0,0.031799300184972,0.012617207260768,0.2,7.922402273730453,2027.9028383873049,-0.104691073365519,-0.322321582621462,88.42888708083633,0.0,0.101763089353899,0.076796974646937,0.3,11.897556071642123,2020.0020007148496,-0.050901600491737,-0.375741572200445,88.83056674340176,0.0,0.034031109727068,0.045882200000836,0.898072935953575,0.870008481027492,0.38235431027349,0.295595546548865,0.0,3496.53001407986,20
0,0.1,2.507920835752423,2021.0706779734771,0.0,0.0,89.91987685188083,0.0,2.8909042158e-05,0.012121099805384,0.2,7.922373636854091,2027.902789011884,-0.115300350678037,-0.355687505534005,88.40845481233336,0.0,0.100274630958304,0.077453328568314,0.3,11.897966922510491,2020.0010127273567,-0.06009321032385,-0.394793778768014,88.82270961546932,0.0,0.035259762774575,0.045868388480223,0.898957558925419,0.883071381723526,0.30226807445265,0.363045834165535,0.0,6550.93039843657,21
1,0.1,2.507920835752423,2021.0706779734771,0.0,0.0,89.91987685188083,0.0,2.8909042158e-05,0.012121099805384,0.2,7.922373636854091,2027.902789011884,-0.115300350678037,-0.355687505534005,88.40845481233336,0.0,0.100274630958304,0.077453328568314,0.3,11.897966922510491,2020.0010127273567,-0.06009321032385,-0.394793778768014,88.82270961546932,0.0,0.035259762774575,0.045868388480223,0.898957558925419,0.883071381723526,0.30226807445265,0.363045834165535,0.0,6550.93039843657,21
2,0.1,2.507920835752423,2021.0706779734771,0.0,0.0,89.91987685188083,0.0,2.8909042158e-05,0.012121099805384,0.2,7.922373636854091,2027.902789011884,-0.115300350678037,-0.355687505534005,88.40845481233336,0.0,0.100274630958304,0.077453328568314,0.3,11.897966922510491,2020.0010127273567,-0.06009321032385,-0.394793778768014,88.82270961546932,0.0,0.035259762774575,0.045868388480223,0.898957558925419,0.883071381723526,0.30226807445265,0.363045834165535,0.0,6550.93039843657,21
3,0.1,2.508582351607951,2021.0688625661555,0.0,0.0,89.67570144116635,0.0,0.017161383732764,0.011995930306051,0.2,7.922418006189814,2027.9027497985676,-0.119976215897885,-0.3452071875814,88.42659361315637,0.0,0.102688131747031,0.076346112884823,0.3,11.898011307833409,2020.0011614974287,-0.066679105781738,-0.395461664108031,88.81879379051837,0.0,0.037978347737773,0.04534401239226,0.899832217939558,0.872517622892511,0.331162553775974,0.416404689518568,0.0,3513.24960444994,21
4,0.1,2.50810480548426,2021.0729558697185,0.0,0.0,89.85683825843465,0.0,0.011063778208996,0.012703602891758,0.2,7.92230819933512,2027.9029201762155,-0.131570459539364,-0.346543828777308,88.46523909213198,0.0,0.103220523348052,0.076556987353064,0.3,11.897718867217556,2020.0015221952708,-0.074538297427043,-0.395263771275983,88.88765239040036,0.0,0.034638824379414,0.045705507949682,0.901265833735172,0.858272690145374,0.350629235350172,0.310021266782421,0.0,3494.30597912523,21
5,0.1,2.507799748370227,2021.0747269121468,0.0,0.0,89.7295519170175,0.0,0.012631713280695,0.012456287716825,0.2,7.922293115878048,2027.9030416856117,-0.099614291717238,-0.337489778313344,88.45819753022788,0.0,0.10374678712075,0.076775667019207,0.3,11.897865560489953,2020.0019876093895,-0.05058868835153,-0.387927356777351,88.85131004670738,0.0,0.035096852840452,0.045568388559763,0.903203589408448,0.864167280321612,0.419589024903854,0.243832528449758,0.0,3482.06417981643,21
6,0.1,2.508036087594196,2021.0753958783012,0.0,0.0,89.63519770656316,0.0,0.014281523204597,0.01264756870173,0.2,7.922404344413898,2027.9032424371871,-0.101609962540449,-0.319540539784811,88.42363151673315,0.0,0.101975393798374,0.076734746397365,0.3,11.897297705062805,2020.001754086025,-0.049284563229683,-0.374245380940996,88.83733397977524,0.0,0.035564497123918,0.045293787589448,0.904018032649526,0.873215881802357,0.392255415184303,0.260978685131834,0.0,3491.57324094424,21
0,0.1,2.507920722686893,2021.0706784107235,0.0,0.0,89.91986861657027,0.0,2.6686187088e-05,0.012125986736991,0.2,7.922373679927921,2027.9027889848303,-0.115297910564769,-0.355691803458809,88.40846644857305,0.0,0.100239204707777,0.077428379158116,0.3,11.8979669831713,2020.001012874652,-0.060094521871093,-0.394790663335974,88.8227094937904,0.0,0.035234642123098,0.045850447699458,0.898957494509669,0.88307150850134,0.302266492159618,0.363047811629228,0.0,6530.43037925194,22
1,0.1,2.507920722686893,2021.0706784107235,0.0,0.0,89.91986861657027,0.0,2.6686187088e-05,0.012125986736991,0.2,7.922373679927921,2027.9027889848303,-0.115297910564769,-0.355691803458809,88.40846644857305,0.0,0.100239204707777,0.077428379158116,0.3,11.8979669831713,2020.001012874652,-0.060094521871093,-0.394790663335974,88.8227094937904,0.0,0.035234642123098,0.045850447699458,0.898957494509669,0.88307150850134,0.302266492159618,0.363047811629228,0.0,6530.43037925194,22
2,0.1,2.507920722686893,2021.0706784107235,0.0,0.0,89.91986861657027,0.0,2.6686187088e-05,0.012125986736991,0.2,7.922373679927921,2027.9027889848303,-0.115297910564769,-0.355691803458809,88.40846644857305,0.0,0.100239204707777,0.077428379158116,0.3,11.8979669831713,2020.001012874652,-0.060094521871093,-0.394790663335974,88.8227094937904,0.0,0.035234642123098,0.045850447699458,0.898957494509669,0.88307150850134,0.302266492159618,0.363047811629228,0.0,6530.43037925194,22
3,0.1,2.507765915908389,2021.071539347883,0.0,0.0,89.88874005383705,0.0,0.036086085525458,0.012568759034597,0.2,7.922536278518002,2027.902774593843,-0.114616909030859,-0.345695416687909,88.42417125074756,0.0,0.101324191030642,0.0766695046151,0.3,11.897668069176223,2020.00090907638,-0.062188258784943,-0.393831235943838,88.83101923597614,0.0,0.036320164500849,0.046163413561117,0.90053572441007,0.866296797218052,0.343142374601809,0.351445639264605,0.0,3523.83030731538,22
4,0.1,2.508253231624293,2021.0743813351132,0.0,0.0,89.86441343000395,0.0,0.015422403391856,0.012188507301486,0.2,7.922377116874888,2027.9029871654611,-0.121165496873838,-0.347850584048137,88.41045240272953,0.0,0.103073309730168,0.07700593204855,0.3,11.897798000414229,2020.00076796922,-0.067864818475619,-0.396704188971754,88.79890813177553,0.0,0.036016395748547,0.045964142378998,0.900681284543206,0.868429699348912,0.326418912179489,0.328234116831845,0.0,3486.96039590661,22
5,0.1,2.508124445347116,2021.06574672712,0.0,0.0,89.95434364728358,0.0,0.009060920133671,0.011602990581322,0.2,7.922334759681288,2027.9031185384767,-0.071571668280165,-0.328996831882235,88.38180256965055,0.0,0.101829788292244,0.077100695284701,0.3,11.897568754661354,2020.0010632663568,-0.029188289700226,-0.379403130648748,88.76481585237022,0.0,0.035146703063553,0.046112673763458,0.903524264579997,0.877451647451642,0.413490223591522,0.172118473680209,0.0,3506.53027906885,22
6,0.1,2.507813539877599,2021.0703766159963,0.0,0.0,89.39525007101501,0.0,0.009464112423137,0.012085476896554,0.2,7.92228019875698,2027.903033307872,-0.058228424044666,-0.329300048168651,88.36312797426743,0.0,0.101166023227678,0.077444296615877,0.3,11.897743372627572,2020.00171205056,-0.019294815831097,-0.378623025503067,88.75439285437987,0.0,0.03407996730273,0.046381949393221,0.896242382076015,0.877207452994169,0.464590637097424,0.100022860965487,0.0,3496.62747138505,22
0,0.1,2.507920760445191,2021.070678094054,0.0,0.0,89.91985621314467,0.0,1.282412597e-06,0.012127736485401,0.2,7.922373802714652,2027.902788925296,-0.115299810516585,-0.355688877611096,88.40850187797908,0.0,0.100242144418697,0.077424935224335,0.3,11.897967216617678,2020.001012909508,-0.060096113209667,-0.394793933897882,88.82271188486298,0.0,0.0352249950908,0.045847610015463,0.898957823730075,0.883072878596052,0.302267291876702,0.363043839606738,0.0,6525.12542287902,23
1,0.1,2.507920760445191,2021.070678094054,0.0,0.0,89.91985621314467,0.0,1.282412597e-06,0.012127736485401,0.2,7.922373802714652,2027.902788925296,-0.115299810516585,-0.355688877611096,88.40850187797908,0.0,0.100242144418697,0.077424935224335,0.3,11.897967216617678,2020.001012909508,-0.060096113209667,-0.394793933897882,88.82271188486298,0.0,0.0352249950908,0.045847610015463,0.898957823730075,0.883072878596052,0.302267291876702,0.363043839606738,0.0,6525.12542287902,23
2,0.1,2.507920760445191,2021.070678094054,0.0,0.0,89.91985621314467,0.0,1.282412597e-06,0.012127736485401,0.2,7.922373802714652,2027.902788925296,-0.115299810516585,-0.355688877611096,88.40850187797908,0.0,0.100242144418697,0.077424935224335,0.3,11.897967216617678,2020.001012909508,-0.060096113209667,-0.394793933897882,88.82271188486298,0.0,0.0352249950908,0.045847610015463,0.898957823730075,0.883072878596052,0.302267291876702,0.363043839606738,0.0,6525.12542287902,23
3,0.1,2.507781853049341,2021.070160519084,0.0,0.0,89.6935406755022,0.0,0.00959476562531,0.012293822338137,0.2,7.922431163350772,2027.9034154027115,-0.113607033876142,-0.347861503587062,88.41966392528694,0.0,0.101693003057889,0.076552313510745,0.3,11.89764118214287,2020.0002357356143,-0.063794489568767,-0.39715755523644,88.84031797872211,0.0,0.037654543918226,0.045541243479889,0.899411620589172,0.872892663893374,0.332325816091024,0.391184727380869,0.0,3528.3529894418,23
4,0.1,2.508312006427098,2021.0700030774565,0.0,0.0,89.65845133801056,0.0,0.000643385805201,0.011938536506319,0.2,7.922305035968232,2027.9030269618268,-0.108393411023992,-0.348237582816402,88.40436615072382,0.0,0.102811309671113,0.076745195528941,0.3,11.897821975907693,2020.0016990430393,-0.058570935030652,-0.396661735166521,88.81765968856665,0.0,0.036726046390172,0.045642251551552,0.900386562827001,0.873028620712992,0.321124871126257,0.401652279763852,0.0,3482.04209767948,23
