,Planet$_b$,Period$_b$,"T$_0,$$_b$",$\sqrt{e}\cos \omega$$_b$,$\sqrt{e}\sin \omega$$_b$,i$_b$,$\Omega$$_b$,"M$_{jup,}$$_b$",R$_p$/R$_s$$_b$,Planet$_c$,Period$_c$,"T$_0,$$_c$",$\sqrt{e}\cos \omega$$_c$,$\sqrt{e}\sin \omega$$_c$,i$_c$,$\Omega$$_c$,"M$_{jup,}$$_c$",R$_p$/R$_s$$_c$,Planet$_d$,Period$_d$,"T$_0,$$_d$",$\sqrt{e}\cos \omega$$_d$,$\sqrt{e}\sin \omega$$_d$,i$_d$,$\Omega$$_d$,"M$_{jup,}$$_d$",R$_p$/R$_s$$_d$,M$_s$,R$_s$,c$_1$,c$_2$,dilute,chisq,Chain#
3,0.1,2.508158590120653,2021.0713923698584,0.0,0.0,89.95092818368904,0.0,0.001638174659764,0.011460105683632,0.2,7.922332508453209,2027.9027266839053,-0.113777990419468,-0.347117062756919,88.4071599260687,0.0,0.102076215436887,0.077069729646927,0.3,11.897563141302234,2020.0014937643105,-0.060264741030037,-0.39431461354354,88.81745582358253,0.0,0.035993439692198,0.045784906829725,0.901090996811639,0.871452546990671,0.340686875632353,0.320824515426517,0.0,3506.24996030289,7
4,0.1,2.50837593801284,2021.0719297438636,0.0,0.0,89.6420800702821,0.0,0.001601684876283,0.011971069727596,0.2,7.922342781435452,2027.9031365164917,-0.114983434331327,-0.334308092377781,88.45122386411637,0.0,0.102982054501796,0.076780286234648,0.3,11.897314480200729,2020.0014717955037,-0.06155089326121,-0.386289902665592,88.85769042664033,0.0,0.035416832923409,0.045286695553624,0.901298358117422,0.865176099412195,0.347601516382829,0.34681318404865,0.0,3483.76104552961,7
5,0.1,2.508143031760987,2021.0735772702035,0.0,0.0,88.98561179669822,0.0,0.020390249699801,0.012033391363019,0.2,7.92242239311782,2027.9033047542057,-0.090873047842146,-0.316136804967539,88.36943114841246,0.0,0.100352102114939,0.076701066424468,0.3,11.897164126683991,2020.001208844392,-0.042196371507633,-0.370906376157426,88.79295554651553,0.0,0.033815030631369,0.045383942268266,0.8938131070667,0.882872268655018,0.319491192895596,0.383427299660664,0.0,3491.83874114876,7
6,0.1,2.508292499495199,2021.0720646325171,0.0,0.0,88.65814553522057,0.0,0.015375249262726,0.012318897004566,0.2,7.922392697443344,2027.9030381286188,-0.123622363122187,-0.315473473098858,88.44707159748644,0.0,0.10045780808037,0.076134348640391,0.3,11.897255553217535,2020.0011195258264,-0.064875910532032,-0.371990280970503,88.85218543889587,0.0,0.034106410025502,0.045214008123426,0.894464267240263,0.871737498410065,0.290551230909817,0.47532104178703,0.0,3487.17210273256,7
0,0.1,2.507920894847123,2021.0706782873888,0.0,0.0,89.91987194857266,0.0,1.0912926625e-05,0.012128363031826,0.2,7.922373974403818,2027.9027892365596,-0.115300594876511,-0.355692927894845,88.40846897681253,0.0,0.10023233426942,0.077401284764451,0.3,11.897966956103735,2020.0010128669849,-0.06009095080295,-0.394795699676839,88.82273332338464,0.0,0.035247855261467,0.045841321727074,0.898957972804589,0.883068208628312,0.302269711871801,0.363043093010396,0.0,6513.73239488373,8
1,0.1,2.507920894847123,2021.0706782873888,0.0,0.0,89.91987194857266,0.0,1.0912926625e-05,0.012128363031826,0.2,7.922373974403818,2027.9027892365596,-0.115300594876511,-0.355692927894845,88.40846897681253,0.0,0.10023233426942,0.077401284764451,0.3,11.897966956103735,2020.0010128669849,-0.06009095080295,-0.394795699676839,88.82273332338464,0.0,0.035247855261467,0.045841321727074,0.898957972804589,0.883068208628312,0.302269711871801,0.363043093010396,0.0,6513.73239488373,8
2,0.1,2.507920894847123,2021.0706782873888,0.0,0.0,89.91987194857266,0.0,1.0912926625e-05,0.012128363031826,0.2,7.922373974403818,2027.9027892365596,-0.115300594876511,-0.355692927894845,88.40846897681253,0.0,0.10023233426942,0.077401284764451,0.3,11.897966956103735,2020.0010128669849,-0.06009095080295,-0.394795699676839,88.82273332338464,0.0,0.035247855261467,0.045841321727074,0.898957972804589,0.883068208628312,0.302269711871801,0.363043093010396,0.0,6513.73239488373,8
3,0.1,2.508534264522165,2021.068728940014,0.0,0.0,89.82570401783344,0.0,0.01881747260468,0.011834217600686,0.2,7.922443376532406,2027.9028708160015,-0.110069477803425,-0.344724096907586,88.41853351457041,0.0,0.102084431762267,0.076543506940772,0.3,11.89777083073576,2020.0014765112692,-0.05935864753754,-0.394175566621764,88.80716336116846,0.0,0.037416963050317,0.045824719015811,0.900175425760632,0.872683715657365,0.350155606046269,0.398702430159389,0.0,3498.2990282397,8
4,0.1,2.509030999852027,2021.06923133191,0.0,0.0,89.86295585735971,0.0,0.017198434569689,0.011851934153587,0.2,7.922283563791792,2027.9029276270808,-0.113251854538334,-0.334400245559071,88.42534243983702,0.0,0.104001601152266,0.076625153331189,0.3,11.897914083080371,2020.001930680604,-0.058965368000944,-0.385770095353573,88.82274204824206,0.0,0.034184017523562,0.045745178228926,0.901610517169196,0.871087638301649,0.357472115947697,0.341801487419208,0.0,3497.09564000432,8
5,0.1,2.508881236622559,2021.07334605596,0.0,0.0,89.51790196467232,0.0,0.008246717050995,0.012027879422359,0.2,7.922191704430929,2027.902861064686,-0.169865233389999,-0.349338097581983,88.51784744563452,0.0,0.105796278690982,0.076404827040996,0.3,11.898239919838888,2020.002008839885,-0.104824927995726,-0.400596054980919,88.89380723727535,0.0,0.034000418568301,0.045727776829714,0.898500012112389,0.847620860162058,0.302729124948477,0.409947423525182,0.0,3497.29113911395,8
6,0.1,2.50853331005572,2021.0705385297736,0.0,0.0,89.88551937624774,0.0,0.002896259902247,0.012255135696761,0.2,7.922232348710874,2027.9030015943024,-0.133987890971975,-0.330416533355102,88.525595914001,0.0,0.104348232810795,0.076766102722984,0.3,11.897730413536122,2020.0024612951247,-0.074468826254585,-0.384257039207482,88.92257778447846,0.0,0.034322288727169,0.045490030381203,0.90427575257012,0.852395769490838,0.387072311969611,0.271606907056668,0.0,3496.63242129976,8
0,0.1,2.507920975896425,2021.070678179496,0.0,0.0,89.91985887391343,0.0,6.102785714e-06,0.012102651338992,0.2,7.922373802963938,2027.9027889199251,-0.115299437507988,-0.355691133428968,88.4084898510377,0.0,0.100268459043178,0.077398964210575,0.3,11.897966910928163,2020.0010126049651,-0.060094703812505,-0.394791145630735,88.82267017936742,0.0,0.03525700248588,0.045870950009998,0.898957659984053,0.883069810690632,0.302268078146003,0.363042902818537,0.0,6537.68435813231,9
1,0.1,2.507920975896425,2021.070678179496,0.0,0.0,89.91985887391343,0.0,6.102785714e-06,0.012102651338992,0.2,7.922373802963938,2027.9027889199251,-0.115299437507988,-0.355691133428968,88.4084898510377,0.0,0.100268459043178,0.077398964210575,0.3,11.897966910928163,2020.0010126049651,-0.060094703812505,-0.394791145630735,88.82267017936742,0.0,0.03525700248588,0.045870950009998,0.898957659984053,0.883069810690632,0.302268078146003,0.363042902818537,0.0,6537.68435813231,9
2,0.1,2.507920975896425,2021.070678179496,0.0,0.0,89.91985887391343,0.0,6.102785714e-06,0.012102651338992,0.2,7.922373802963938,2027.9027889199251,-0.115299437507988,-0.355691133428968,88.4084898510377,0.0,0.100268459043178,0.077398964210575,0.3,11.897966910928163,2020.0010126049651,-0.060094703812505,-0.394791145630735,88.82267017936742,0.0,0.03525700248588,0.045870950009998,0.898957659984053,0.883069810690632,0.302268078146003,0.363042902818537,0.0,6537.68435813231,9
3,0.1,2.50732097140637,2021.070051828056,0.0,0.0,89.83962634842324,0.0,0.03181266545924,0.011639728899996,0.2,7.922486535740843,2027.9032860042676,-0.113371453984813,-0.342190085809127,88.42291754116742,0.0,0.102517871981776,0.076800338704355,0.3,11.897765460785177,2020.0008853487263,-0.060920247560008,-0.391774509159227,88.84165653496066,0.0,0.036237806819235,0.045378023188894,0.898972706127421,0.868868413267601,0.329714452814718,0.391149063517612,0.0,3522.1885610026,9
4,0.1,2.5085591407262,2021.0727347644292,0.0,0.0,89.44557300425532,0.0,0.001416290533624,0.012041066563269,0.2,7.922211649799995,2027.9027980086976,-0.133061539632226,-0.330015264282232,88.47369654119774,0.0,0.103318975219774,0.076706882804109,0.3,11.898062120124251,2020.0007975783265,-0.073475373654196,-0.384177160895039,88.8485845841927,0.0,0.035359446011873,0.045540248409046,0.901537349364422,0.859149299811267,0.34356692693172,0.282049108699983,0.0,3507.40721344517,9
5,0.1,2.508072705243346,2021.0726094243555,0.0,0.0,89.30960504842771,0.0,0.019254985481032,0.011954204048757,0.2,7.922394512023722,2027.9030539627513,-0.105509571698288,-0.318644886099878,88.5177882773689,0.0,0.101573366079001,0.076309183702561,0.3,11.897558355645629,2020.0014015997865,-0.052387959784534,-0.374082120495388,88.89949915674566,0.0,0.035719316968631,0.045599189684466,0.903478546576469,0.857722143846153,0.358480634265547,0.299136044775534,0.0,3482.55393750819,9
6,0.1,2.508141904295662,2021.0731236021284,0.0,0.0,89.47878754876743,0.0,0.00508576965373,0.012282337826379,0.2,7.922270918140689,2027.9027471995537,-0.139900173431533,-0.331301140615355,88.5376645339607,0.0,0.103552710046477,0.076408007920106,0.3,11.897830771462097,2020.001536430136,-0.078610501312514,-0.385457267809794,88.92110878162767,0.0,0.035198327059218,0.045606210084056,0.89905026532731,0.848118253411406,0.364842808908967,0.333357607770905,0.0,3483.8292760715,9
0,0.1,2.507920913462923,2021.0706783615956,0.0,0.0,89.91985358837867,0.0,1.67522167e-07,0.012126357652547,0.2,7.922374046152515,2027.9027888142891,-0.115297879675352,-0.355688740196612,88.40846601167787,0.0,0.10025206836783,0.077426166811376,0.3,11.897966905003637,2020.001012568477,-0.060093519853632,-0.394792707068331,88.82269036397854,0.0,0.035258152309087,0.045878670777374,0.898957893656494,0.883070117012602,0.302268614583132,0.363044344896,0.0,6538.46499170764,10
1,0.1,2.507920913462923,2021.0706783615956,0.0,0.0,89.91985358837867,0.0,1.67522167e-07,0.012126357652547,0.2,7.922374046152515,2027.9027888142891,-0.115297879675352,-0.355688740196612,88.40846601167787,0.0,0.10025206836783,0.077426166811376,0.3,11.897966905003637,2020.001012568477,-0.060093519853632,-0.394792707068331,88.82269036397854,0.0,0.035258152309087,0.045878670777374,0.898957893656494,0.883070117012602,0.302268614583132,0.363044344896,0.0,6538.46499170764,10
2,0.1,2.507920913462923,2021.0706783615956,0.0,0.0,89.91985358837867,0.0,1.67522167e-07,0.012126357652547,0.2,7.922374046152515,2027.9027888142891,-0.115297879675352,-0.355688740196612,88.40846601167787,0.0,0.10025206836783,0.077426166811376,0.3,11.897966905003637,2020.001012568477,-0.060093519853632,-0.394792707068331,88.82269036397854,0.0,0.035258152309087,0.045878670777374,0.898957893656494,0.883070117012602,0.302268614583132,0.363044344896,0.0,6538.46499170764,10
3,0.1,2.508340032294163,2021.0725137974384,0.0,0.0,89.97329813203933,0.0,0.021574203067998,0.01172493405102,0.2,7.922524311849487,2027.9031382052176,-0.109554592429451,-0.34119208899732,88.41718647037406,0.0,0.100304422805525,0.076808431608113,0.3,11.897580747015576,2020.000750228516,-0.059812190687604,-0.391351900974075,88.83848609765057,0.0,0.038264173086538,0.045760764709652,0.900933366102643,0.872550424735936,0.335852095997809,0.318212317384449,0.0,3534.15523525622,10
4,0.1,2.508360039450136,2021.073888814924,0.0,0.0,89.87201967629589,0.0,0.015893930055851,0.011925047155395,0.2,7.922411378523543,2027.902929500117,-0.113298689043015,-0.329767589972835,88.45263095850451,0.0,0.102161186170352,0.076613013942764,0.3,11.897421300927896,2020.0015623387687,-0.059435071921338,-0.382427229062895,88.88368151256341,0.0,0.035635968840754,0.045543932729659,0.901747382256481,0.863049010863154,0.375286282061678,0.293821568904685,0.0,3485.83220545233,10
5,0.1,2.508031216987461,2021.0707323271772,0.0,0.0,89.93783857692699,0.0,0.008987165123586,0.012211785179922,0.2,7.92232819561961,2027.9029096354343,-0.092656429855818,-0.314674023257307,88.4489411120047,0.0,0.102662190840116,0.076772611705971,0.3,11.89718396771999,2020.0017060120051,-0.04250180923901,-0.370244461391799,88.8352757721403,0.0,0.033737286252325,0.045475890820597,0.902689257487522,0.871064686406973,0.4288814282047,0.22817088158655,0.0,3477.29413727378,10
6,0.1,2.507743873717422,2021.0707207675216,0.0,0.0,89.59707770989687,0.0,0.001387118687617,0.011764942297952,0.2,7.92234108686201,2027.9031469180784,-0.070406182356967,-0.292097420621739,88.45738507378529,0.0,0.099705155296554,0.076919072039181,0.3,11.897026513898556,2020.0012920551956,-0.024071782309358,-0.352899437543774,88.85354257603917,0.0,0.03343376220439,0.045617531301512,0.89189133056807,0.866907874404572,0.503035006632886,0.094065277543993,0.0,3499.41587734789,10
0,0.1,2.507920799119347,2021.070678411248,0.0,0.0,89.9198784175109,0.0,1.5268726811e-05,0.012135097384072,0.2,7.922373664521909,2027.902789026964,-0.115298071132258,-0.355690624957769,88.40847473980614,0.0,0.100260353205427,0.077400696708946,0.3,11.897966946914558,2020.0010127379696,-0.060098146991615,-0.394793802059175,88.82271195912027,0.0,0.035262620820969,0.045857735086322,0.898958014145074,0.883070176986098,0.302270523945159,0.363044534117244,0.0,6532.46445626575,11
1,0.1,2.507920799119347,2021.070678411248,0.0,0.0,89.9198784175109,0.0,1.5268726811e-05,0.012135097384072,0.2,7.922373664521909,2027.902789026964,-0.115298071132258,-0.355690624957769,88.40847473980614,0.0,0.100260353205427,0.077400696708946,0.3,11.897966946914558,2020.0010127379696,-0.060098146991615,-0.394793802059175,88.82271195912027,0.0,0.035262620820969,0.045857735086322,0.898958014145074,0.883070176986098,0.302270523945159,0.363044534117244,0.0,6532.46445626575,11
2,0.1,2.507920799119347,2021.070678411248,0.0,0.0,89.9198784175109,0.0,1.5268726811e-05,0.012135097384072,0.2,7.922373664521909,2027.902789026964,-0.115298071132258,-0.355690624957769,88.40847473980614,0.0,0.100260353205427,0.077400696708946,0.3,11.897966946914558,2020.0010127379696,-0.060098146991615,-0.394793802059175,88.82271195912027,0.0,0.035262620820969,0.045857735086322,0.898958014145074,0.883070176986098,0.302270523945159,0.363044534117244,0.0,6532.46445626575,11
3,0.1,2.508952600609809,2021.0691320089545,0.0,0.0,89.85639556157399,0.0,0.007405997436711,0.012280036461404,0.2,7.922383619130886,2027.903091469092,-0.111301855198671,-0.345953579207835,88.40161347811305,0.0,0.101987597391325,0.076474708102983,0.3,11.897626381457654,2020.0010313074545,-0.059719227043262,-0.39477919481758,88.81734607624227,0.0,0.03695771889786,0.045715865618941,0.900453913244056,0.874800937011318,0.354534983327206,0.363576256229024,0.0,3517.80866133275,11
4,0.1,2.507947827692513,2021.0715729862304,0.0,0.0,89.79131074260326,0.0,0.006955859478865,0.011698442717385,0.2,7.922241052059136,2027.9027720297972,-0.107909168012706,-0.34611327350492,88.38300624377446,0.0,0.103819174076412,0.076694320221894,0.3,11.89796145505966,2020.0016829108529,-0.056189186852376,-0.393974911070551,88.81593656577724,0.0,0.034398388083246,0.04567504031446,0.899852505801693,0.875860709716378,0.333056743870722,0.383604040833872,0.0,3485.44802336728,11
5,0.1,2.50796071649855,2021.0701396463476,0.0,0.0,89.38374411690118,0.0,0.010513934497886,0.012473291121206,0.2,7.922411711840829,2027.9029223079476,-0.129779841721111,-0.334737171210173,88.48305131756555,0.0,0.101505925292625,0.076380037054494,0.3,11.897469606392608,2020.002039108936,-0.072572907304345,-0.386826108835962,88.88593608103052,0.0,0.036522138607979,0.045125499444012,0.903726480880713,0.861393899110176,0.319268043441584,0.405222825037041,0.0,3482.59127530732,11
6,0.1,2.50796274569145,2021.0701615036648,0.0,0.0,89.45587678680198,0.0,0.001160529959227,0.011884631047449,0.2,7.922321748269793,2027.902776303024,-0.143598705154112,-0.338365470598935,88.39938811965811,0.0,0.100969399229247,0.076641909511398,0.3,11.89766112036618,2020.0014771498927,-0.083276066946896,-0.390422770906034,88.8189149541779,0.0,0.035995072782382,0.045322036349022,0.892474601715072,0.872375065224285,0.30884727837309,0.432315976764537,0.0,3482.18827875913,11
0,0.1,2.507920932726274,2021.0706779464556,0.0,0.0,89.91985524455043,0.0,1.0426366498e-05,0.012115133459502,0.2,7.922373787720658,2027.902788728802,-0.115302272767114,-0.355687345672825,88.40846342926235,0.0,0.100217041694037,0.07742351054363,0.3,11.897966461546131,2020.001012530458,-0.060092102488589,-0.394796575539436,88.82270102681504,0.0,0.035217543196057,0.04586419989354,0.898958003606766,0.883070396251587,0.302268446453001,0.363044489971624,0.0,6506.33214804561,12
1,0.1,2.507920932726274,2021.0706779464556,0.0,0.0,89.91985524455043,0.0,1.0426366498e-05,0.012115133459502,0.2,7.922373787720658,2027.902788728802,-0.115302272767114,-0.355687345672825,88.40846342926235,0.0,0.100217041694037,0.07742351054363,0.3,11.897966461546131,2020.001012530458,-0.060092102488589,-0.394796575539436,88.82270102681504,0.0,0.035217543196057,0.04586419989354,0.898958003606766,0.883070396251587,0.302268446453001,0.363044489971624,0.0,6506.33214804561,12
2,0.1,2.507920932726274,2021.0706779464556,0.0,0.0,89.91985524455043,0.0,1.0426366498e-05,0.012115133459502,0.2,7.922373787720658,2027.902788728802,-0.115302272767114,-0.355687345672825,88.40846342926235,0.0,0.100217041694037,0.07742351054363,0.3,11.897966461546131,2020.001012530458,-0.060092102488589,-0.394796575539436,88.82270102681504,0.0,0.035217543196057,0.04586419989354,0.898958003606766,0.883070396251587,0.302268446453001,0.363044489971624,0.0,6506.33214804561,12
3,0.1,2.507910149455434,2021.0693659671908,0.0,0.0,89.6661041698552,0.0,0.003694993613557,0.012264359910031,0.2,7.922309083355828,2027.9030286820648,-0.122674794718869,-0.346190382551934,88.39007633162991,0.0,0.101902874480005,0.076866679296526,0.3,11.897666176880412,2020.0005819181315,-0.067953528769221,-0.394755611066022,88.83150378224573,0.0,0.035675603388586,0.045700706803668,0.898752490377391,0.872714204650401,0.310450965009594,0.396058070390947,0.0,3499.55690824748,12
4,0.1,2.50848009716583,2021.071824746406,0.0,0.0,89.66156374134846,0.0,0.011320120755198,0.01187060171245,0.2,7.922373878841626,2027.9030583269132,-0.119199283105107,-0.350508446478463,88.40909113542894,0.0,0.102485285828412,0.076755190339139,0.3,11.897915175161248,2020.0012428734988,-0.066969572892668,-0.398852987262978,88.82135515966044,0.0,0.037393660943226,0.045384715728321,0.901717342945635,0.870151513365752,0.305814682266908,0.393220792525805,0.0,3486.95484100501,12
5,0.1,2.50824845078319,2021.0720434586715,0.0,0.0,89.87252358070641,0.0,0.01159909401672,0.012114680389154,0.2,7.922371045015475,2027.9027717676956,-0.140400611235054,-0.355314035196777,88.48242863068694,0.0,0.104389317442076,0.076561806162256,0.3,11.897713570671108,2020.0018840628088,-0.083369402156517,-0.403378983662242,88.88434009473339,0.0,0.036212242375612,0.045362602534691,0.904264368334534,0.853581912592153,0.324989019613572,0.382432198656729,0.0,3487.77832324013,12
6,0.1,2.508251851147156,2021.0726986990849,0.0,0.0,89.48461133607637,0.0,0.001147464629163,0.012712614612131,0.2,7.92219919031233,2027.9028153931224,-0.160431512903989,-0.340679367051351,88.46912082378823,0.0,0.105621169502471,0.076594717649385,0.3,11.897870009876264,2020.0014890454615,-0.095646601001601,-0.393417704910762,88.87828428386524,0.0,0.033920107504155,0.045607069427523,0.898944618698058,0.8568423347692,0.326464485366895,0.350147629367056,0.0,3488.03647068731,12
0,0.1,2.507921085804762,2021.0706785268533,0.0,0.0,89.91985690835146,0.0,5.963928997e-06,0.012130348413068,0.2,7.92237392114411,2027.9027889002807,-0.115300550707684,-0.355690872438347,88.40846760971635,0.0,0.100279536385444,0.077421208915538,0.3,11.897966812823356,2020.00101270821,-0.060095528195349,-0.394791824803908,88.82269196561269,0.0,0.035238182405374,0.045888739556301,0.898957526960231,0.883068633783777,0.302267197830015,0.363043774801173,0.0,6548.01676991329,13
1,0.1,2.507921085804762,2021.0706785268533,0.0,0.0,89.91985690835146,0.0,5.963928997e-06,0.012130348413068,0.2,7.92237392114411,2027.9027889002807,-0.115300550707684,-0.355690872438347,88.40846760971635,0.0,0.100279536385444,0.077421208915538,0.3,11.897966812823356,2020.00101270821,-0.060095528195349,-0.394791824803908,88.82269196561269,0.0,0.035238182405374,0.045888739556301,0.898957526960231,0.883068633783777,0.302267197830015,0.363043774801173,0.0,6548.01676991329,13
2,0.1,2.507921085804762,2021.0706785268533,0.0,0.0,89.91985690835146,0.0,5.963928997e-06,0.012130348413068,0.2,7.92237392114411,2027.9027889002807,-0.115300550707684,-0.355690872438347,88.40846760971635,0.0,0.100279536385444,0.077421208915538,0.3,11.897966812823356,2020.00101270821,-0.060095528195349,-0.394791824803908,88.82269196561269,0.0,0.035238182405374,0.045888739556301,0.898957526960231,0.883068633783777,0.302267197830015,0.363043774801173,0.0,6548.01676991329,13
3,0.1,2.50787949861075,2021.0692069378747,0.0,0.0,89.53471863155875,0.0,0.013927977328971,0.012675045769064,0.2,7.922377185740972,2027.902967799868,-0.121619238148199,-0.348977328350301,88.40707014334738,0.0,0.103914823608745,0.076622320059283,0.3,11.89788018518734,2020.0004683836944,-0.069081275511134,-0.398690024244727,88.82599875716694,0.0,0.036872180332821,0.045296577100435,0.898749571227795,0.872531059550172,0.312472724917617,0.412335783014449,0.0,3502.16187865891,13
4,0.1,2.50824605857371,2021.074744786028,0.0,0.0,89.39201425051841,0.0,0.011057901854543,0.011410361946965,0.2,7.922334110612096,2027.9029056343809,-0.116798174136245,-0.334108531902112,88.42953365818016,0.0,0.102819390031307,0.076799912696282,0.3,11.897541655717149,2020.0013191467212,-0.061312182044439,-0.385107374036437,88.84177539054083,0.0,0.03469199737427,0.045752971499852,0.901926546127571,0.866070229322027,0.333288544608481,0.323188540636745,0.0,3488.94783891593,13
5,0.1,2.508205501883009,2021.0705962658164,0.0,0.0,89.45201659823482,0.0,0.009553386715086,0.011581851729638,0.2,7.922364485731371,2027.902845611129,-0.107265495209899,-0.328156195247009,88.43910331980179,0.0,0.102452953591921,0.076525890292156,0.3,11.897366037530649,2020.0017827890915,-0.053945695514367,-0.380331021064788,88.8548584929054,0.0,0.035260022121253,0.045517603254842,0.905986106329253,0.871014497664423,0.373251327494415,0.319566292992217,0.0,3482.10561970696,13
6,0.1,2.508066167584072,2021.0742105189252,0.0,0.0,89.42203142307348,0.0,0.001340692621268,0.011914578292883,0.2,7.922241213979477,2027.90269542138,-0.153064511812816,-0.33903023049557,88.43159742012496,0.0,0.104059313028064,0.076381428846824,0.3,11.897920585921,2020.0018973173967,-0.090835074858672,-0.392246418089884,88.82512196023552,0.0,0.035196623834678,0.045546107336493,0.898058276763135,0.870774041840238,0.307141466300305,0.470102218957771,0.0,3480.30031611627,13
0,0.1,2.50792090510856,2021.0706782168295,0.0,0.0,89.91988161647795,0.0,2.377354321e-06,0.012142108783625,0.2,7.922373818933684,2027.9027888447183,-0.115301308147377,-0.355690510553869,88.40848340116689,0.0,0.10025743544755,0.077440104663972,0.3,11.897967076306092,2020.0010124491,-0.060095185795795,-0.394792889577401,88.82268259453906,0.0,0.035237430444089,0.045879561539681,0.898957574421344,0.883071587370665,0.302271702884058,0.363043704377016,0.0,6542.83319000183,14
1,0.1,2.50792090510856,2021.0706782168295,0.0,0.0,89.91988161647795,0.0,2.377354321e-06,0.012142108783625,0.2,7.922373818933684,2027.9027888447183,-0.115301308147377,-0.355690510553869,88.40848340116689,0.0,0.10025743544755,0.077440104663972,0.3,11.897967076306092,2020.0010124491,-0.060095185795795,-0.394792889577401,88.82268259453906,0.0,0.035237430444089,0.045879561539681,0.898957574421344,0.883071587370665,0.302271702884058,0.363043704377016,0.0,6542.83319000183,14
2,0.1,2.50792090510856,2021.0706782168295,0.0,0.0,89.91988161647795,0.0,2.377354321e-06,0.012142108783625,0.2,7.922373818933684,2027.9027888447183,-0.115301308147377,-0.355690510553869,88.40848340116689,0.0,0.10025743544755,0.077440104663972,0.3,11.897967076306092,2020.0010124491,-0.060095185795795,-0.394792889577401,88.82268259453906,0.0,0.035237430444089,0.045879561539681,0.898957574421344,0.883071587370665,0.302271702884058,0.363043704377016,0.0,6542.83319000183,14
3,0.1,2.5082778560468,2021.070570761084,0.0,0.0,89.87151510672513,0.0,0.01523439411784,0.011114107354584,0.2,7.922375605186835,2027.9030271448687,-0.11265545531678,-0.341225825845332,88.39773050392233,0.0,0.104568777229173,0.077004864463165,0.3,11.897595295621064,2020.0005139374816,-0.061211094033684,-0.392474088258218,88.81592603338697,0.0,0.035803826153181,0.046116964780736,0.899801861718133,0.874595189432958,0.324572196584538,0.347400025594437,0.0,3541.7692511164,14
4,0.1,2.507936445984292,2021.0698750917395,0.0,0.0,89.71542262730118,0.0,0.009841307563669,0.012408957008734,0.2,7.922345799327696,2027.9030584413267,-0.118961540037175,-0.351699275948328,88.40312121238601,0.0,0.103670716190943,0.076848217822369,0.3,11.897925367388074,2020.0010665608108,-0.065809607875205,-0.39942306390865,88.83575957909275,0.0,0.036464594339091,0.045566700961929,0.901190893669853,0.871028138152851,0.321309503266472,0.383444970198372,0.0,3491.12240529807,14
5,0.1,2.507975220979888,2021.0719373995987,0.0,0.0,89.36259020814603,0.0,0.025145112360724,0.012450231003004,0.2,7.922416203301536,2027.903098248326,-0.092662145800883,-0.336390290867907,88.43788520182417,0.0,0.102234277777904,0.076609498996196,0.3,11.897756889031372,2020.0007651359483,-0.044230059759733,-0.386112502125829,88.8456509905956,0.0,0.035778409409069,0.045591633034229,0.899554341103987,0.867863160313986,0.385549071413513,0.308310181447488,0.0,3487.64338848322,14
6,0.1,2.508145315004927,2021.070156750372,0.0,0.0,89.96338395224981,0.0,0.029108287698139,0.01215930000447,0.2,7.922459378761221,2027.9031758872964,-0.061104853244016,-0.33775088246373,88.51874297829589,0.0,0.103066386653565,0.076643794255162,0.3,11.897489921266803,2020.0012339186792,-0.022333041189778,-0.385309129643766,88.89603736163755,0.0,0.035503816970844,0.045383208069374,0.908490156335639,0.856046441128973,0.405889092964846,0.233307059085847,0.0,3479.77886289815,14
0,0.1,2.507920935068066,2021.0706782072095,0.0,0.0,89.9198538806679,0.0,4.954020573e-06,0.012127224681359,0.2,7.922373827886122,2027.9027888550847,-0.115299443734107,-0.355689552237904,88.40847807618313,0.0,0.100259683466317,0.077411202782321,0.3,11.897967123534563,2020.001012745156,-0.060092276380752,-0.394793983297768,88.82269365948372,0.0,0.035246099745689,0.045843730400754,0.898957764223924,0.883069908561534,0.302269951514355,0.363047010097319,0.0,6528.56569579371,15
1,0.1,2.507920935068066,2021.0706782072095,0.0,0.0,89.9198538806679,0.0,4.954020573e-06,0.012127224681359,0.2,7.922373827886122,2027.9027888550847,-0.115299443734107,-0.355689552237904,88.40847807618313,0.0,0.100259683466317,0.077411202782321,0.3,11.897967123534563,2020.001012745156,-0.060092276380752,-0.394793983297768,88.82269365948372,0.0,0.035246099745689,0.045843730400754,0.898957764223924,0.883069908561534,0.302269951514355,0.363047010097319,0.0,6528.56569579371,15
2,0.1,2.507920935068066,2021.0706782072095,0.0,0.0,89.9198538806679,0.0,4.954020573e-06,0.012127224681359,0.2,7.922373827886122,2027.9027888550847,-0.115299443734107,-0.355689552237904,88.40847807618313,0.0,0.100259683466317,0.077411202782321,0.3,11.897967123534563,2020.001012745156,-0.060092276380752,-0.394793983297768,88.82269365948372,0.0,0.035246099745689,0.045843730400754,0.898957764223924,0.883069908561534,0.302269951514355,0.363047010097319,0.0,6528.56569579371,15
3,0.1,2.508406722848001,2021.0684047590585,0.0,0.0,89.58564966780662,0.0,0.015839200395206,0.012563198356502,0.2,7.922424919113234,2027.9030330209407,-0.112820382512124,-0.346548771036308,88.4133771650186,0.0,0.101621710178351,0.076490092472069,0.3,11.897536373005725,2020.0015300437608,-0.062081855778623,-0.39503512427298,88.83124553347213,0.0,0.036357426810809,0.045187568485323,0.89976827157188,0.872569206509283,0.349282794999581,0.409323016825437,0.0,3501.74689977497,15
